"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V1","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
3.44774024,3.13616036,2.83661131,3.45176623,3.3225597,2.90925878,3.33541934,3.64035384,3.6737138,3.04962788,3.5979992,2.61380152,3.046237,2.91852718,7.6208618,10.534352,5.1789424,3.9838787,4.1036234,2.99777564,2.92046061,2.0854725,3.892907,3.4142134,3.1765112,3.3421292,3.14964883,2.774274764,3.3578998,2.35659723,3.5292419,3.25535984,3.37530116,3.8291069,3.3841483,3.06118844,3.4366962,6.1336693,2.1291946,3.5075121,1.1167358,2.58393706,2.70085036,3.7956894,2.31363965,3.31763844,1.0120511,1.9768389,3.52364497,3.1212673,10.0528323,2.0907641,1.0218522,3.6311354,3.7403652,3.3432746,2.54668767,6.8941629,3.9020281,3.45307193,3.10225497,3.23878278,2.778379395,3.07606475,5.1014771,4.2141429,3.21521602,2.708076743,3.49290345,2.800259085,3.3669653,3.5046524,3.25135652,3.1186777,3.04645805,3.29762874,1.4362643,3.21717338,3.516193,3.16071264,2.98371902,4.022703,3.5156521,3.4365373,3.16293005,2.4602394,3.4920095,3.68936257,3.5255512,3.4753643,3.384841,3.2182461,1.0000039,3.0932685,3.01912726,2.6358403,2.63561112,3.0089744,3.00901614,4.1573325,4.4453742,2.1747864,3.6247493,2.95064202,4.8186545,2.7524113554,3.72117,5.9981458,3.6636067,2.84032959,2.9709684,3.45262395,3.15097,3.44987814,3.28346334,3.7223014,46.5269553,3.11292137,4.2149421,3.068951,2.45482336,3.01955367,2.19783745,3.68469254,1.1799897,3.36861495,1.1858898,1.1171157,3.4138976,1.147809,3.20319946,2.50064592,3.18914543,3.7883869,6.9981303,1.1629163,2.90213689,2.96986764,3.5606934,6.8154208,4.9039528,4.0295157,3.10977067,3.30335645,3.02176355,3.354376,3.9108901,3.69767193,3.19557945,3.20346282,3.08292778,3.43009804,1.0243188,1.5605962,3.0642857,3.3525959,3.25624023,2.85515731,3.5543587,3.39671115,2.2219724,2.87554095,3.7273799,3.00733508,2.82201353,3.1320934,19.2594363,4.5294646,3.4667451,2.40223197,3.1447345,3.13929628,3.01629425,3.847125,1.0100674,2.47699837,3.59590743,2.65203531,2.53414064,3.19580193,2.1289292,3.15171008,16.9644813,2.93983347,2.92565413,2.97629666,2.3926849,3.2062894,18.6035963,3.25885974,2.61460934,3.33417915,2.93029746,4.5112566,2.98755125,3.664128,2.743198665,6.3186977,4.7975673,2.88976542,1.0374752,3.1052494,3.27587674,5.2417357,2.99993662,3.25660304,9.2006943,3.526866,5.9103517,5.9698063,4.7494554,2.837395114
3.4420042,3.13616036,2.83645397,3.3998018,3.32438324,2.91027616,3.3161295,2.4030114,3.4861277,3.04922364,3.5966094,2.88133075,3.046237,2.91755269,6.141144,11.6610913,3.7992804,3.582331,4.0217633,2.99777564,2.92015296,2.10463296,3.9309971,3.36103706,3.18819366,3.3480195,3.15480204,2.780118865,3.3584,2.35635514,3.3540979,3.2641707,3.3700866,3.8185363,3.3783548,3.01670684,3.45214407,5.7447338,2.1224123,3.4914119,1.1018061,2.61918013,2.718342894,3.7641437,2.87317579,3.3218771,1.0068252,1.95656775,3.48994146,3.01979206,9.1073673,2.09877173,1.0321697,3.8146717,3.72930316,3.3329438,2.5022028,6.975146,3.8292177,3.3589578,3.07994254,3.2369607,2.77750489,5.3272548,4.3548221,4.2195135,3.1768544,2.68910299,3.4830651,2.75889363306,3.36578683,3.4523373,3.25214933,3.13985847,3.0208923,3.24066253,1.0393268,3.21719943,3.50431196,3.14032535,2.9470365,4.1261692,3.52451054,3.5332749,3.16287897,2.45979444,3.4654978,3.71357433,3.53223537,3.4573638,3.50077574,3.0801911,1.0000053,3.10275574,3.0192529,2.634737586,2.8071118,3.0186281,2.99087521,3.46587823,4.2354835,2.17450385,3.75746916,2.95050524,5.3577061,3.00213676,3.8131683,5.4097763,3.65691904,2.84025167,2.99507865,3.4403505,3.1421568,3.4479245,3.2750962,3.48230974,26.5624203,3.1123313,4.3448758,3.06267933,1.7981383,3.01896648,1.9113704,3.72929816,1.4027113,3.46124045,1.2813692,1.1415686,3.3887408,1.1554076,3.18513916,2.50094478,3.1854955,3.68741445,7.0262713,5.7986519,2.95448771,2.96943277,3.5716559,4.8098419,4.7522509,4.0225965,3.10098593,3.3057992,3.0212538,3.1431394,3.8832635,3.7167269,3.1954094,3.20239632,3.0831612,3.4173456,1.0153529,1.6837125,3.06490345,3.3374961,3.25319804,2.88297526,3.5521946,3.3747394,3.11081435,2.84491686,3.7475829,3.11892162,2.84659823,3.1567225,18.8222933,4.5337816,3.7843014,2.37501724,3.14075102,3.13929628,3.01629425,3.8217478,3.057247,2.4717865,3.6079135,2.65014184,2.43292282,3.1929467,2.1289843,3.15233426,18.4027863,2.98104548,2.91878813,3.03985794,2.54558265,3.21670793,15.4047723,3.16696305,2.66044604,3.2724401,2.8996053,4.5948119,3.0305918,3.6645017,2.65889083,6.5566673,4.4885905,2.89013609,1.0394796,3.10302706,3.22426586,5.1520731,2.98306796,3.25611554,7.6577389,3.58192895,5.3175793,5.3967213,4.4022118,2.68517836
3.429284,3.13616036,2.83656664,3.4329169,3.32392095,2.91135113,3.3182042,3.9808291,3.692363,3.04953955,3.599095,3.23131592,3.046237,2.9337653,5.9879026,10.1589663,4.3853401,3.7758174,3.9783188,2.99777564,2.9202466,1.5985123,3.9007932,3.37948195,3.1819967,3.3391269,3.2117952,2.797159706,3.3587403,2.3615815,3.351588,3.3255964,3.39108084,3.8549777,3.4129485,3.01662306,3.4734859,6.4464431,2.15835033,3.46109996,1.1361688,3.01660965,2.776857629,3.7865443,3.22264565,3.3188962,1.0058786,1.9519935,3.49678914,2.98890218,10.5523889,2.1737806,1.1177584,3.4522409,3.7377323,3.3367588,2.53161832,5.8321313,3.6400729,3.45696036,4.4329781,3.2444415,2.77808709,5.9682083,5.0547923,4.1911789,3.17067505,2.740309476,3.4923555,2.77664505,3.3636634,3.44220255,3.25343717,3.2465702,3.00025962,3.26068763,1.003474,3.21787293,3.50441365,3.12246488,2.95233154,3.9786547,3.51444123,3.7436588,3.1630831,2.46008347,3.4473684,3.6064011,3.5386765,3.46664797,3.4500586,3.24688913,4.9483299,3.25368617,3.01910616,2.63546075,2.78033214,3.1495891,3.01549558,5.1361279,4.3501291,2.174572,3.7223986,2.95061736,5.7559287,3.3592119,3.66467564,5.368155,3.67494903,2.84829753,2.99269786,3.44146447,3.1931536,3.44772754,3.27932845,3.8095347,44.9104313,3.11289184,4.1900385,3.06491326,2.32945762,3.01926116,2.07293103,3.7691299,1.0400296,3.43393557,1.0627292,1.0683131,3.40565257,1.1899528,3.1953753,2.50070573,3.21010326,3.730394,6.9622156,1.0013345,2.51783833,2.96957272,3.55470966,7.1038287,5.0461385,4.0281569,3.1144985,3.3011701,3.02153845,3.2942301,3.709924,3.72812,3.19604806,3.20353318,3.0830465,3.54097084,1.0173708,1.5033765,3.06531448,3.36357127,3.2920081,2.91812832,3.5492902,3.36025505,2.50920492,2.86876494,3.7980827,3.1058016,3.41593615,3.16161205,20.1000833,4.4415273,3.9976891,2.37424232,3.1380728,3.13929628,3.01629425,3.8176228,1.4995769,2.4721012,3.59260486,2.650751305,2.62338087,3.1935485,2.12877284,3.15193827,22.0275673,3.08552463,2.92969256,2.99345004,2.84695814,3.23428417,16.4680833,3.1697261,2.7602558491,3.2889497,3.04017023,3.9538781,3.04030008,3.5737246,2.675919776,7.1753783,4.4626961,2.8901799,1.1096323,3.1036583,3.22691728,5.2686088,3.05782135,3.25798027,9.6658223,3.4950276,6.4416847,5.4808413,4.4752127,2.9436108
3.4284215,3.13616036,2.836513256,3.39492516,3.334248,2.91067572,3.3123783,2.0858395,3.54397,3.04923908,3.59760366,3.49731867,3.046237,2.92599468,7.2098203,9.4236103,5.1099276,3.5402805,3.9718793,2.99777564,2.92005272,1.9467806,3.9402063,3.3660998,3.18207346,3.3453188,3.20190318,2.782431324,3.3587284,2.36174653,3.60229026,3.25052438,3.3955108,3.8282203,3.38438384,3.0004948,3.4576896,6.3701126,2.1501668,3.39455174,1.1262226,3.16626487,2.764514912,3.7672056,3.3770546,3.31795095,1.0003666,1.9492695,3.50386,2.95512847,9.9924347,2.1529189,1.0242395,3.0334394,3.72880713,3.34119825,2.49186213,6.8610153,3.949209,3.42590366,3.10641958,3.24029343,2.777547606,7.7484873,5.0247867,4.1993975,3.1658858,2.71196281,3.48521493,2.727041378,3.3643004,3.4309344,3.25701703,3.18942322,3.00218086,3.22941725,1.0370964,3.2175895,3.47613464,3.1306273,2.938316,4.0492735,3.52586375,3.43820815,3.16301374,2.45980386,3.4458605,3.6981625,3.5420058,3.45212625,3.5490611,3.19253568,1.0000023,3.65866564,3.01896666,2.63485505,2.59821807,3.1386148,3.05966474,5.0429911,4.3139916,2.17464684,3.7304467,2.95051306,5.9504593,3.502143,3.71264146,5.907336,3.6494041,2.84598888,3.00085276,3.44581686,3.16170098,3.44664417,3.2629693,3.593803,39.1134593,3.1130229,4.2239621,3.06459896,2.55473058,3.0189688,1.92358045,3.50105814,1.1116078,3.4767142,1.2062138,1.0784602,3.3897492,1.1879258,3.17311723,2.50086923,3.18280302,3.6943942,6.4726653,1.5771743,2.93696317,2.96932403,3.5924227,7.2300773,4.8217423,4.023451,3.10626332,3.3023199,3.02087684,3.18979765,3.8589502,3.7289924,3.19610907,3.20594577,3.08374862,3.4129668,1.0126368,1.5203448,3.06391503,3.3526092,3.24715648,2.88421246,3.54928444,3.36497114,2.95629897,2.849777375,3.8787335,3.16907002,2.860828255,3.15699954,20.5021773,4.5157347,4.0598999,2.37558542,3.1508121,3.13929628,3.01629425,3.7887559,1.0794225,2.4709532,3.5991027,2.64999514,2.559353,3.19113953,2.1288258,3.15233804,17.7433323,3.4009711,2.91718481,3.0465772,2.63051231,3.22902228,21.2071993,3.1975626,2.84975345,3.3598093,2.97154674,4.4281008,3.0733449,3.5416093,2.64681829,6.666316,4.8216328,2.89023928,1.203309,3.10243807,3.21157227,5.2740328,3.04945762,3.25712977,8.2759313,3.4539072,5.3303888,5.3049338,4.7597173,2.7616564004
3.4653868,3.13616036,2.836834376,3.31897823,3.3264024,2.90841841,3.30473517,2.87820591,3.8383907,3.0481362,3.59647856,2.77021067,3.046237,2.93386458,5.7851395,12.5705233,3.4755146,3.10194884,3.9277357,2.99777564,2.91995167,2.97082415,3.9785693,3.3036362,3.1152148,3.32679186,3.13575883,2.82598466,3.3578047,2.35665275,3.3581919,3.23162974,3.39225577,3.8004026,3.33737235,3.04802362,3.47243283,5.671771,2.14889393,3.3680464,1.1011741,2.97751379,2.85337385,3.7658125,2.3889602,3.3209555,1.2826756,1.93834506,3.4713016,2.8630286,8.7774646,2.21602444,1.1809512,3.3212499,3.71438835,3.34134696,2.53336487,6.8703443,3.9267446,3.3417156,3.06535803,3.2337439,2.777559058,2.47528265,5.3481183,4.0155074,3.20691134,2.702947856,3.4910747,2.696881828,3.3650547,3.4028137,3.25512917,3.04154174,3.0299971,3.21490018,8.961621,3.21718566,3.4541215,3.13215838,2.91013215,3.806748,3.52155123,3.503613,3.16272466,2.45973377,3.41030876,3.70935295,3.54079906,3.4483596,3.4948619,3.13741664,1.0000001,3.8378603,3.01910187,2.63487182,2.739120308,2.87542346,2.97607124,3.3921051,4.465868,2.17459653,3.5809152,2.95015673,5.6574621,3.55184976,3.8286109,6.183373,3.6127922,2.84315496,3.00843216,3.4483926,3.22012366,3.45069264,3.25478194,3.5089986,50.2830893,3.11281852,4.3835519,3.06333144,2.68125436,3.0188046,2.0668062,3.283596,1.4902917,3.6539788,1.4651083,1.3469815,3.38383995,1.1580168,3.16811548,2.50015016,3.18507363,3.706499,7.3318827,1.2623408,2.879526575,2.96928741,3.6399377,6.4894303,4.4232833,4.017804,3.10195084,3.30696015,3.0208614,3.14409323,3.8345729,3.68678353,3.1954959,3.20090712,3.07984735,3.41461216,1.0154112,1.5149579,3.06432418,3.33352194,3.21250467,2.84942566,3.54241757,3.3684435,3.16257165,2.84862827,3.7617765,3.11311467,2.90539439,3.1513512,22.2965993,4.4230745,3.8508983,2.37841017,3.16696284,3.13929628,3.01629425,3.7952918,1.2812016,2.47035505,3.58285175,2.6489662,2.4262364,3.19331626,2.12883477,3.152418,16.6939623,2.64442477,2.9287569,3.18908213,2.55949877,3.2063714,10.2322773,3.11906238,2.84244575,3.3109481,2.88536982,5.1696417,2.99046986,3.4263492,2.61905752,6.5172207,4.6929846,2.88994832,1.0526737,3.10250295,3.19169004,5.0408575,3.0288843,3.25312112,7.1118657,3.4498152,4.8619678,6.107578,4.6038004,2.46701915
3.4374236,3.13616036,2.836518576,3.45684044,3.3187472,2.91082875,3.31342487,2.92344418,3.68124823,3.0494563,3.5964517,3.32326375,3.046237,2.93719624,7.5094233,11.5047633,6.7096283,3.69161026,4.0114283,2.99777564,2.92020869,1.6282382,3.9024201,3.3849886,3.19230203,3.346139,3.2592194,2.790618633,3.35830347,2.3574569,3.1890153,3.2615202,3.4089426,3.8494083,3.39208136,3.0203466,3.44795887,6.334538,2.220757,3.41126875,1.14787,2.86321192,2.793692944,3.7878361,3.61927263,3.3225631,1.0014411,1.9555931,3.50478224,2.95181578,10.2468207,2.15084176,1.0230381,3.24583472,3.7364302,3.3382111,2.4958796,7.1687519,3.8435833,3.55320625,3.11433772,3.24505742,2.778125915,7.4415543,5.2177653,4.2183518,3.16884558,2.74705434,3.4920964,2.7636977478,3.36453615,3.44681774,3.25602518,3.21216313,2.99313286,3.24122666,1.0216406,3.21788798,3.4937691,3.12803118,2.96632963,4.1143508,3.51785247,3.43075077,3.1631177,2.46012662,3.45168636,3.7036908,3.5372176,3.46752785,3.4526228,3.29297815,1.0000344,3.932105,3.01892058,2.63559771,2.68792084,3.16490762,3.02609814,4.5602308,4.3011204,2.1748483,3.6334643,2.95063135,6.0114157,3.6170513,3.6370424,5.9316073,3.6537704,2.847031516,2.9874898,3.44863914,3.23649378,3.4494753,3.27821116,3.9449773,43.8949863,3.11300505,4.2092618,3.06499912,2.1081825,3.01927386,2.04222457,3.6119506,1.0267504,3.4725776,1.1864136,1.0585059,3.4081143,1.0734589,3.19462467,2.5009691,3.1859969,3.73799877,6.4705489,4.7986203,2.96617065,2.96956126,3.56126897,1.0081429,4.4849686,4.0281445,3.11726178,3.30249385,3.0210633,3.29798345,3.8909243,3.7179096,3.19545854,3.2076369,3.08343632,3.4294121,1.0161557,1.5533025,3.0649938,3.3733841,3.2448784,2.91078156,3.5497712,3.37161474,1.9779546,2.85448619,3.8292999,3.10111676,2.88750383,3.20781736,22.9557003,4.4809298,4.2466041,2.38483102,3.14890952,3.13929628,3.01629425,3.8142049,1.6044215,2.47508134,3.56650434,2.65043327,2.62650458,3.19399307,2.128816,3.151878,16.7959323,3.64758424,2.93147868,2.99151683,2.92958823,3.23857657,20.3405403,3.15731714,2.86833638,3.3681164,2.99628572,4.2212592,3.03817408,3.61340664,2.62389214,6.4356541,4.866652,2.89017686,1.0378338,3.10368408,3.214954,5.2791591,3.05192993,3.25449802,8.4869823,3.4742119,5.7485676,5.7662753,4.8997021,2.92581878
3.43569825,3.13616036,2.83660396,3.40251885,3.334412,2.90964837,3.31998406,3.3414447,3.617757,3.04948102,3.5976342,3.0267487,3.046237,2.91529366,6.4400293,11.5715073,4.6149239,3.74957643,3.9892021,2.99777564,2.92028121,2.94104594,3.9086863,3.38962637,3.1896392,3.3478258,3.1582134,2.777031495,3.3580222,2.35607682,3.4609253,3.279963,3.3786588,3.7993145,3.3955659,3.0224579,3.4486574,5.7093689,2.1132997,3.4620811,1.1206413,2.98609802,2.857320686,3.7887065,2.5331688,3.3192666,1.0007496,1.9582587,3.5102745,3.04905,8.6964376,2.1708149,1.0315574,3.49116246,3.7365603,3.334291,2.5041959,6.8412397,3.7363962,3.4634507,3.07822205,3.24136506,2.778137318,5.4313073,4.9752213,4.2458532,3.1709243,2.70841658,3.4885442,2.767389245,3.3642536,3.4549434,3.255551,3.05947174,3.0254973,3.2673365,1.0125273,3.21772386,3.4881225,3.13181172,2.95610153,3.9856051,3.5195671,3.4583459,3.16274754,2.46011363,3.45495186,3.6961958,3.53661714,3.4675466,3.4734547,3.30133275,1.0000024,3.7084391,3.01904966,2.635516596,2.82312594,2.90625822,3.01639344,4.8640466,4.2691288,2.1745879,3.72806434,2.95051396,5.8966801,3.1554088,3.69607846,5.2265273,3.6459269,2.83972098,2.98828259,3.4455125,3.14238687,3.4499138,3.2756343,3.682984,38.9699333,3.11306412,4.3871033,3.06624324,2.18330537,3.01930462,1.9855218,3.6364996,1.1265341,3.4979267,1.050484,1.2217892,3.40751825,1.1594459,3.20049135,2.50096898,3.1872326,3.738125,6.9065296,1.6821147,2.92161776,2.9695598,3.5603989,7.1979101,4.7889108,4.0279507,3.11072404,3.3056223,3.02129017,3.28538273,3.8585073,3.71354703,3.1961763,3.20768656,3.08482565,3.4238188,1.0200778,1.4952193,3.0645176,3.3613412,3.27545874,2.88107921,3.5529841,3.37235336,2.743263112,2.8649928,3.7662517,3.11431868,2.87076964,3.1448175,21.6931693,4.6240885,3.9499924,2.37593512,3.14450903,3.13929628,3.01629425,3.8063258,1.0105794,2.47285767,3.5989668,2.65037762,2.40151207,3.19281457,2.1289447,3.15189706,16.5880243,3.25692816,2.91999192,2.9930027,2.33219383,3.22342868,16.4171793,3.17268748,2.69975425,3.2879018,2.93207772,4.8902321,3.02092634,3.58880625,2.63495922,6.5494489,4.5039903,2.89026005,1.2373369,3.10422854,3.271705,5.2848716,3.03729434,3.25688915,8.2499296,3.51177047,5.1195261,5.1297381,4.7147293,2.773164738
3.42160724,3.13616036,2.83660915,3.28842024,3.3387482,2.91008723,3.26974694,3.6307272,3.8053526,3.04924993,3.5966988,3.9541948,3.046237,2.99914224,8.0182497,10.9210113,8.1291483,3.531357,3.957212,2.99777564,2.91996157,1.706432,3.9371762,3.3596203,3.19343666,3.35588984,3.3203761,2.84737323,3.360058,2.36103196,4.037201,3.27014844,3.5058589,3.8603637,3.3520635,3.00944636,3.4644231,6.8112089,2.3540177,3.3318841,1.2263368,3.13612155,3.1286412,3.7711724,4.029486,3.32387267,1.0006443,1.93787025,3.5168182,2.786849932,10.4949429,2.38082947,1.0285631,2.34173126,3.73093776,3.3437406,2.50937311,6.9762133,3.8421653,3.5484602,3.9116797,3.24328865,2.777640763,9.5168187,6.0494857,4.2072757,3.2207265,2.769637448,3.504888,2.74227944,3.36841134,3.4609969,3.25975285,3.376865,2.97920601,3.1674593,7.8944853,3.21852396,3.4653266,3.1493919,2.9376538,3.6237617,3.44233076,3.51072083,3.16312314,2.45985962,3.4007579,3.678617,3.5668391,3.45295857,3.5069803,3.5635359,1,3.6965467,3.01870288,2.635006686,2.649065745,3.1298778,3.05693383,5.5233269,4.4203038,2.1749524,3.4815867,2.95042696,6.5118744,3.9749473,3.56506084,6.2744086,3.6881911,2.85757213,3.04529138,3.45050613,3.2651065,3.4497018,3.23753394,4.1975475,51.1910333,3.11329375,4.1406386,3.0665847,3.25476844,3.01913796,1.96135084,3.4683887,1.025471,3.7171372,1.7934141,1.0548259,3.3930612,1.0431928,3.18653862,2.5009284,3.18696783,3.70670317,5.790313,1.0279047,2.850545895,2.96938893,3.65481,1.1490257,4.9679041,4.0230784,3.12578107,3.3006413,3.0207699,3.16888486,3.8687395,3.68857966,3.19563506,3.20281182,3.085748,3.6237648,1.0094915,1.5421241,3.06580503,3.38050477,3.21833838,2.92209592,3.54742525,3.32591895,1.78994535,2.89454575,3.8786709,3.2106527,2.84993147,3.3696993,26.8311373,4.5136241,4.3387748,2.39517997,3.1604244,3.13929628,3.01629425,3.7787161,1.000206,2.47501774,3.5450212,2.650034015,3.04562683,3.19069715,2.12873636,3.1522724,24.8913103,3.6775182,2.94207257,3.03717933,3.69066535,3.2572312,25.2470023,2.89971103,2.96362018,3.39695535,3.11805658,4.0536338,3.1460126,3.49830274,2.56162163,6.0734003,5.1516812,2.89011177,1.0390149,3.10255815,3.16349412,5.6322806,3.10052697,3.25320707,9.7292943,3.53223465,6.7475147,6.4377603,5.1053676,2.65623365
3.40067963,3.13616036,2.83647872,3.3035789,3.2869593,2.91067813,3.2648695,3.3459708,3.868893,3.04891474,3.59749554,4.1850401,3.046237,3.00971047,8.3225477,11.9363243,8.5514357,3.25782205,3.9147806,2.99777564,2.919691,1.6707883,3.9679046,3.3359226,3.1819089,3.34063486,3.29258667,2.84400144,3.3588816,2.35290648,4.2281343,3.25521834,3.4821503,3.8596362,3.36549,2.97110195,3.48389666,6.9086578,2.38388623,3.2627864,1.3150475,3.5650897,3.26632724,3.7497644,4.051968,3.32494263,1.0000571,1.92236076,3.475164,2.61062458,10.6629388,2.46428744,1.0371998,2.2535658,3.72320686,3.34870855,2.50959632,6.2583132,3.9383186,3.40395765,5.6379183,3.23835362,2.777057788,10.9563348,4.7105067,4.1268091,3.22126086,2.740726124,3.51402347,2.68157859,3.3661413,3.3876194,3.2622604,3.3192253,2.98339434,3.10808186,5.7922883,3.21850876,3.445637,3.11715774,2.91615437,3.685336,3.5272263,3.6126499,3.1631333,2.45951695,3.3681882,3.61572765,3.5666407,3.4317005,3.7059284,3.5985251,5.3147623,3.8358242,3.01881166,2.634288554,2.66339946,3.16358195,3.07804082,6.0023165,4.4859304,2.17464314,3.5310189,2.95010829,6.9433629,4.2315529,3.7416892,6.3119488,3.6576932,2.8607649,3.04886676,3.4550526,3.17128686,3.44840364,3.23426555,3.9605577,47.0696993,3.1133389,4.0676862,3.0628196,3.0111834,3.0186907,1.7393244,3.4714716,1.4319174,3.8339287,1.7052164,1.0734829,3.3719016,1.0384383,3.1580926,2.50077785,3.20402802,3.66188346,5.876045,1.5013355,2.41633074,2.96915516,3.7213316,1.0176227,4.8336468,4.0182794,3.11455457,3.29948084,3.02045886,3.06660248,3.7209052,3.6985022,3.19586204,3.20256366,3.08305643,3.685624,1.0056025,1.6071311,3.06583766,3.36815546,3.226089,2.99221542,3.5485327,3.3098708,1.7495456,2.93589735,3.8965285,3.2762327,3.29478816,3.45134024,27.9594493,4.5691694,4.3847744,2.3940807,3.16456096,3.13929628,3.01629425,3.75478546,1.0000723,2.47149487,3.57478706,2.64872119,3.04699324,3.18602706,2.1289068,3.15274562,22.1858643,3.895764,2.93773493,3.1067477,3.42770026,3.24457426,25.1792553,2.725098868,3.02582983,3.3818822,3.1209997,4.0429816,3.17082126,3.4397247,2.50035806,7.4439213,4.8176668,2.89055639,1.2494207,3.10111125,3.09213488,5.3646779,3.15093212,3.25334735,7.355716,3.3904235,4.7809005,5.9443095,5.1410783,2.6141622
3.4421433,3.13616036,2.8365848,3.35869954,3.3328003,2.91054246,3.3129,1.3216233,3.431786,3.04936622,3.5961956,2.4547256,3.046237,2.921042,5.3587491,9.249449,4.4120848,3.6201841,3.972427,2.99777564,2.9200925,1.87541024,3.9243896,3.3497107,3.185684,3.34205197,3.1618681,2.775083996,3.3569108,2.34815024,3.2869068,3.2590146,3.3420583,3.8214592,3.3524929,2.98518651,3.4494907,6.0587163,2.11580305,3.40471165,1.1076617,2.56912885,2.773733725,3.7710618,2.95560987,3.3179348,1.0010164,1.95376156,3.48618345,3.09960843,9.7695653,2.1029862,1.0249455,3.8971469,3.7325951,3.33117895,2.4771279,6.7676637,3.2759599,3.3489002,3.06533448,3.23732646,2.777612717,5.858952,4.7984814,4.1929343,3.17365066,2.69418178,3.4786322,2.744015196,3.36426715,3.4380641,3.2531707,3.1542915,3.01091994,3.2609617,8.463743,3.21728067,3.4981712,3.12513835,2.92080559,4.1546687,3.5244334,3.45160524,3.1629983,2.45987116,3.46799735,3.69212506,3.5358755,3.45785366,3.4685299,3.08472313,1.0000015,3.08777012,3.01934726,2.63488482,2.90332158,3.0673354,2.96617917,3.03476135,4.3062364,2.17441116,3.74874846,2.95034851,6.2529888,3.22662808,3.7803352,5.070668,3.636443,2.841401306,2.99333055,3.43757145,3.16781457,3.44821916,3.2640753,3.52137546,39.7262353,3.112382,4.3398039,3.0634811,1.9238767,3.01893098,1.9046419,3.4516053,1.4223708,3.52413045,1.5910665,1.1115187,3.39328263,1.3397418,3.17653583,2.50080488,3.1772049,3.6914793,7.1610505,1.1136453,3.07020087,2.9693347,3.5497931,2.89905238,4.3705863,4.0236574,3.09832175,3.30398325,3.0208664,3.19240932,3.8676047,3.71731566,3.1954787,3.2021132,3.08370007,3.41927723,1.0179941,1.5063795,3.06250943,3.3409889,3.22802315,2.87162143,3.54561935,3.3698415,2.92754888,2.84758074,3.7898441,3.12155615,2.84672473,3.0853433,16.9933503,4.6083779,3.4633934,2.37019928,3.15409897,3.13929628,3.01629425,3.8205931,1.248521,2.47024806,3.61139606,2.65026078,2.46630572,3.19349025,2.12883506,3.1522161,17.8752443,3.0165424,2.91159643,3.02535532,2.53014277,3.21405093,14.7181443,3.12749563,2.61713943,3.2629591,2.9431896,4.6113289,3.0240367,3.55869184,2.63621262,6.2234123,3.8252568,2.8901917,1.0344359,3.10329915,3.23649956,5.0970959,3.00778065,3.2553136,6.9168236,3.55482535,4.5336171,4.8143333,4.1614927,2.85772748
