"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V1","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
3.4354967,3.13616036,2.83635023,3.426194,3.3277611,2.91145026,3.3102637,4.0584506,3.5820945,3.04937912,3.6009348,3.1107643,3.046237,2.93175125,6.6632855,11.8832363,7.1426127,3.57584385,3.9939956,2.99777564,2.92018945,1.7179655,3.9241611,3.3705638,3.19018055,3.3471636,3.22365086,2.807334316,3.3585204,2.35767288,3.43806146,3.326465,3.395913,3.8462548,3.4050088,3.02472056,3.4600059,6.40414,2.16648017,3.44288574,1.1614734,2.89722433,2.91144965,3.7755009,3.3624704,3.3208795,1.000636,1.9517314,3.509745,2.99731965,10.3902863,2.1649591,1.0326639,3.11532484,3.733418,3.3408037,2.5025508,6.7642858,3.9661486,3.4996718,3.07486884,3.24267675,2.777728145,6.5184877,5.3449111,4.2212499,3.17391695,2.714380124,3.49577354,2.758163656725,3.3668288,3.4461003,3.2532968,3.23458864,2.99956749,3.2377181,1.0005673,3.21793984,3.49280594,3.15511425,2.95155462,4.1059133,3.5186481,3.5686947,3.16308443,2.4599069,3.428087,3.7146656,3.5361822,3.461064,3.48521,3.4011659,1.0000031,3.32273386,3.01902695,2.635060546,2.679224146,3.15292607,3.02338366,4.9393468,4.3652984,2.17463015,3.7594415,2.95047112,5.9652455,3.58541445,3.6366426,5.7594237,3.6403231,2.84106715,3.00384463,3.44868795,3.16904144,3.44764404,3.26926456,3.8176137,49.2331663,3.11318193,4.1493966,3.06498714,2.42348127,3.0191226,1.9269451,3.7938356,1.0243599,3.5783535,1.2180592,1.0596217,3.3959803,1.2545924,3.18907286,2.50098972,3.18640034,3.7087376,6.6847038,2.7548554981,2.97856584,2.9694769,3.5586852,7.0027793,4.7975073,4.0248698,3.11339412,3.3014046,3.02154596,3.1952021,3.9286176,3.71664194,3.1961698,3.20785342,3.08396823,3.425398,1.0136429,1.6252248,3.06561757,3.3744744,3.27414314,2.91851032,3.5576665,3.37296436,2.55156778,2.87486001,3.7804433,3.17129098,2.803360463,3.14384307,20.3380913,4.5603494,4.137285,2.381506,3.14173914,3.13929628,3.01629425,3.8027028,1.0405072,2.47387604,3.58926426,2.65014184,2.52655515,3.19338278,2.1288019,3.15217523,19.1879453,3.5260924,2.92827327,3.0210961,2.44947768,3.23127286,14.0528483,3.1412877,2.796131157,3.31906174,3.04660843,4.1286094,3.03791938,3.61078094,2.6317959,6.4120397,4.5781236,2.89052249,1.2303169,3.10286967,3.2377179,5.3551595,3.0348865,3.25643314,7.7483953,3.5259262,5.3891229,4.947854,4.7443697,2.834457924
3.45202015,3.13616036,2.83644904,3.3963587,3.3329592,2.9090709,3.32612155,2.63606497,3.63941906,3.04957507,3.59749005,2.37590463,3.046237,2.90988178,5.3748891,7.7852056,6.2083503,4.0139112,4.0196763,2.99777564,2.92035356,3.0546453,3.8815942,3.3666294,3.19711108,3.35304276,3.13632293,2.802738396,3.35562895,2.34709374,3.1523957,3.2602861,3.3865339,3.8055343,3.3358488,3.0153943,3.44477646,5.8347511,2.0977562,3.5480626,1.0798827,2.48154925,2.66858022,3.7981925,1.9796302,3.3186114,1.0120475,1.96658127,3.51038925,3.1081072,9.1655703,2.09696184,1.0382789,3.954654,3.7404771,3.3411118,2.5099832,7.2412173,3.8451878,3.3380226,3.07059483,3.23924203,2.77839891,2.94521242,4.8312621,4.2817764,3.17879058,2.66993223,3.4905116,2.784554367,3.3651437,3.5370873,3.25258733,2.98951022,3.04521455,3.3221371,5.6522851,3.21705527,3.53133504,3.13295455,2.9473805,4.2659122,3.519432,3.37608854,3.16270767,2.46023403,3.45004193,3.7031595,3.5271236,3.4791402,3.3777458,2.89322562,1.0000005,2.658821886,3.01928563,2.63586461,2.75757744137,2.84987507,2.99653582,3.0187205,4.4301731,2.17463027,3.7528931,2.9506635,5.0837138,2.66535811,3.9437145,5.6728871,3.6269832,2.83647852,2.97921703,3.45220105,3.16447724,3.44830356,3.2748163,3.40301107,28.7709683,3.1121773,4.3748172,3.06913696,2.682740194,3.0195572,2.13526766,3.3084172,1.7523994,3.47693394,1.6195072,1.2701058,3.41551433,1.3463266,3.19006105,2.50102044,3.18603892,3.8275558,7.3474567,5.959846,3.05503152,2.96967117,3.55714886,1.1623181,4.4484454,4.0291506,3.09695096,3.3061538,3.0215408,3.3002564,3.9261856,3.72980766,3.19538517,3.20135705,3.08317055,3.4239498,1.0204898,1.4726655,3.0620721,3.34106056,3.2174157,2.818629597,3.5562008,3.34343086,2.88596253,2.84990892,3.7589786,3.03026624,2.85567349,3.18014286,9.9705183,4.6478401,3.7559049,2.37449486,3.16157125,3.13929628,3.01629425,3.8598329,4.910614,2.47643764,3.610988,2.651202326,2.41085376,3.19566603,2.1288951,3.15169836,19.0535533,2.81805772,2.91896121,2.97518745,2.50754346,3.20131208,10.3290223,3.03253837,2.64685141,3.3224682,2.90909092,5.1512685,3.01235698,3.5970654,2.67236715,6.4226246,3.57333235,2.88982175,1.0428874,3.1051615,3.27087144,5.2271387,3.00690153,3.254989,7.0609283,3.4597546,4.7909527,4.5955137,4.3300694,2.58840178
3.45920203,3.13616036,2.83650189,3.5228082,3.3074442,2.90816667,3.3417594,2.856824604,3.6333046,3.04990585,3.59684805,2.781701473,3.046237,2.9007829,7.5276549,12.0150713,4.9669521,4.2396172,4.0995533,2.99777564,2.92054973,2.97334274,3.8678667,3.41622434,3.19314934,3.3488388,3.1354864,2.762275778,3.3590894,2.36539505,3.22365887,3.2522105,3.38815026,3.8067397,3.354908,3.05235631,3.4427785,5.6380701,2.1179074,3.6062458,1.0860596,2.90994988,2.652111386,3.8081683,2.3519856,3.3204256,1.0153994,1.9799773,3.5266866,3.16563578,9.0090583,1.9977656,1.0432485,3.19529955,3.748609,3.33712075,2.51125285,7.2721288,3.7023297,3.4222627,3.06124367,3.23667143,2.778623485,3.9434751,4.8187806,4.2502675,3.21126933,2.67097281,3.49090247,2.804987465,3.3679436,3.54275875,3.24903796,2.98995304,3.06298823,3.31130866,8.2047546,3.21720998,3.5437789,3.1736515,3.01159812,4.0740528,3.53064017,3.51260327,3.1627289,2.46039037,3.50597517,3.693347,3.5331492,3.4849873,3.35292206,3.00542229,1,3.1505215,3.01896892,2.63612407,2.62546704,2.86133509,3.03044294,4.7171743,4.3309102,2.1751149,3.677976,2.95100185,5.0076825,2.83972622,3.7871338,6.2028506,3.66166435,2.83492602,2.96842581,3.44797526,3.1387792,3.4510416,3.29951493,3.66559146,35.0484893,3.11268012,4.3617617,3.07120548,2.50884056,3.0197375,2.355941,3.32306777,1.2023644,3.3842079,1.2727461,1.3182036,3.42384426,1.1325757,3.22197912,2.5009678,3.18712918,3.8069771,6.5121413,1.1066269,2.97701314,2.96996098,3.5551433,3.05746306,4.4957205,4.0315957,3.10308413,3.30726485,3.0217226,3.3638372,3.9009797,3.690546,3.1955325,3.2028161,3.08390994,3.4147355,1.0347003,1.4486456,3.06519206,3.3431179,3.2216349,2.87402435,3.55300127,3.4143033,2.785685155,2.84174948,3.8277231,2.97828822,2.84704845,3.14829118,23.0151093,4.6459046,3.88242,2.4117499,3.16120283,3.13929628,3.01629425,3.8813749,1.0071516,2.47708033,3.612743,2.65236655,2.47687356,3.19801445,2.129109,3.1514819,18.0908043,2.79751987,2.92060683,2.93927146,2.3081983,3.19801925,15.6395903,3.2489409,2.652099756,3.3560443,2.8898929,5.2500486,3.0345672,3.6449044,2.746635177,6.4654841,4.9375706,2.8895123,1.0362526,3.10611082,3.3296035,5.2515813,2.95533037,3.25446345,6.6065781,3.5253568,4.6368048,5.9861273,4.9291743,2.749574352
3.4114682,3.13616036,2.836514955,3.37859104,3.31518386,2.90934758,3.3104285,4.63599,3.50950686,3.04922415,3.59738545,3.6988171,3.046237,2.95198118,6.1504953,12.2837273,4.6032735,3.66719393,3.9159555,2.99777564,2.92005503,2.78081186,3.9293512,3.3633081,3.1978319,3.34926395,3.19417794,2.79086942,3.3589494,2.36021806,3.3619807,3.33684997,3.4073722,3.8115613,3.3897539,2.98717822,3.462754,5.9401839,2.1665066,3.4053831,1.1363355,3.04279582,2.82092644,3.7690755,2.93494357,3.31715916,1.0002466,1.9459449,3.50687144,2.93621725,9.1689017,2.14272783,1.0255288,3.3739122,3.7287866,3.32863943,2.50998015,6.4499597,3.63227205,3.38859854,4.4390801,3.2392732,2.77761542,4.1041149,4.3814597,4.2091413,3.16463028,2.707410795,3.4829605,2.748502236,3.3639681,3.4124539,3.25778372,3.03976102,3.0204996,3.2383272,1.0000042,3.21764226,3.4911657,3.10939817,2.94260867,4.2054947,3.5207892,3.68226664,3.16276465,2.45983888,3.46058164,3.6536994,3.544613,3.4545829,3.5400752,3.2242841,7.6048047,3.49815486,3.019205,2.63493491,2.88049634,2.90505849,3.0422488,4.8349211,4.2365055,2.17441646,3.7212068,2.95056045,6.2670553,3.66848086,3.731295,5.9859385,3.68669514,2.8429656,2.9962424,3.44214295,3.17086582,3.4479147,3.26209174,3.4920083,49.6497793,3.11230938,4.4153519,3.06158735,1.9464638,3.0189907,1.8526111,3.64900826,1.2874347,3.52477674,1.1699945,1.247547,3.3922763,1.0818404,3.18693916,2.50101267,3.19889794,3.71642373,7.8592927,3.61999695,2.7956706,2.9692872,3.5216204,6.9087179,4.7998116,4.0254643,3.10624744,3.30603437,3.02117227,3.2036236,3.7799246,3.72271465,3.19622247,3.20533068,3.08321,3.4409685,1.0100459,1.5579568,3.06468133,3.3540177,3.2631073,2.88551205,3.5592046,3.3634943,2.24929754,2.87974045,3.8364848,3.1119921,3.02857952,3.0533061,8.6974909,4.6182484,4.1007204,2.36919434,3.14406542,3.13929628,3.01629425,3.8126808,1.0099857,2.4700016,3.60163085,2.64913816,2.47266005,3.1913443,2.128808,3.1522826,16.1661363,2.41160257,2.91999021,3.0202403,2.51096624,3.23017497,19.2975603,3.10684685,2.7651670395,3.26295386,2.90685464,4.6601869,3.0507214,3.59902833,2.60532205,7.087753,4.7063451,2.89057992,1.2446337,3.10267697,3.23092888,5.2721739,3.06015457,3.2562522,8.8765819,3.571936,5.695385,5.7097108,4.4084815,2.77786678
3.4298288,3.13616036,2.83626445,3.329827,3.29282365,2.90863038,3.2689248,3.2919483,3.8356261,3.0492528,3.59738146,4.2517415,3.046237,2.9803224,8.4717573,11.0630103,7.6327588,3.36725656,3.9386906,2.99777564,2.91985407,2.91973082,3.9496562,3.3512727,3.1934587,3.35253535,3.2931437,2.85266146,3.3616159,2.37020515,4.0076803,3.2605146,3.50932775,3.8646521,3.351748,3.02155773,3.46849917,6.7634389,2.36734865,3.3423845,1.2377434,3.55121724,3.1390753,3.7595717,3.7244441,3.32262383,1.0001246,1.9337393,3.5120771,2.712402196,10.337424,2.39399846,1.0224622,2.29844017,3.7283787,3.3380534,2.51089865,7.0344317,3.9569357,3.49443577,3.7836207,3.2420609,2.777254303,11.0450853,5.1795339,4.16973,3.2201665,2.77389855,3.5092034,2.718136774,3.36600373,3.4085571,3.2578543,3.12445514,3.00217615,3.1146049,8.6463693,3.21807806,3.4690423,3.13857566,2.95234763,3.45844523,3.4873234,3.43953125,3.16279615,2.45966084,3.412218,3.6971176,3.5620737,3.4429988,3.66440485,3.51858364,1,4.2143357,3.0184374,2.63449845,2.635553484,2.92323854,3.10532774,6.4133749,4.2178747,2.17501025,3.45630304,2.95056122,6.5047109,4.1300586,3.6112698,6.4572618,3.72422413,2.856625614,3.0646897,3.4420896,3.22359718,3.4492209,3.24155257,4.1879145,42.2479863,3.11328916,4.0777718,3.06148402,2.59753158,3.01877172,1.8567908,3.45618073,1.0905789,3.7009347,1.5742169,1.2845283,3.3827054,1.0402923,3.17825104,2.50098754,3.1866408,3.6815631,5.433203,1.9065502,2.94387158,2.96929037,3.6453628,1.0042775,4.9591448,4.0211625,3.11993627,3.3007104,3.02086593,3.09729533,3.9009163,3.70259694,3.19555704,3.20634474,3.0850543,3.5199718,1.0120437,1.5376897,3.06625156,3.36719744,3.21228103,2.95421822,3.54882876,3.32114826,1.83825205,2.88467835,3.8635714,3.20323644,2.80184133,3.31971256,24.8834543,4.4798462,4.382727,2.39091624,3.16151325,3.13929628,3.01629425,3.7811512,1.0000392,2.4758897,3.5469692,2.649420356,2.918865,3.18870316,2.1287444,3.1525429,21.9802353,3.4069943,2.9516145,3.0623849,3.5946064,3.25306986,24.5749673,3.00015412,3.03885697,3.43475805,3.0939217,4.8069458,3.15356685,3.46098636,2.57825277,6.4709666,5.718277,2.89019693,1.036429,3.10209636,3.14485194,5.5204902,3.11808587,3.2528059,10.5497458,3.440604,6.287328,6.5455539,4.9680259,2.62606582
3.43369315,3.13616036,2.83622705,3.3876362,3.3227064,2.9100445,3.300251,3.59124134,3.8232716,3.04924364,3.6023957,3.8004166,3.046237,2.9594539,6.7103457,10.4292219,5.8348996,3.58812724,3.9804361,2.99777564,2.92007547,2.34270592,3.9376558,3.3958125,3.207526,3.3640463,3.25034792,2.810941828,3.3601111,2.37045036,3.7939628,3.29603414,3.4716989,3.8771529,3.4194898,3.02202643,3.5010971,6.6050473,2.2085521,3.4557553,1.2043451,3.4105902,2.84007647,3.7642544,3.3271815,3.31681125,1.000162,1.9347774,3.5165446,2.91196856,10.696789,2.1812296,1.0281021,2.92502285,3.7302873,3.3361847,2.54007946,6.1249263,3.8944653,3.56991563,5.168823,3.24776374,2.77747204,7.3951973,6.299257,4.2938784,3.1701161,2.7622501167,3.48842565,2.774701198,3.3665817,3.4545466,3.25696523,3.12993796,2.98933995,3.21976365,1.000043,3.21797533,3.5054325,3.13900308,2.98251232,4.0350537,3.5231197,3.69920806,3.162922,2.45977725,3.43627153,3.6066981,3.5422413,3.4590169,3.5895585,3.42846267,7.2289373,4.0406211,3.01869042,2.63472543,2.53234882,2.99671061,3.06530906,6.2373603,4.24873,2.17475883,3.7122508,2.9508195,6.2324138,3.868966,3.49082134,6.3911023,3.69470565,2.85110321,3.01154054,3.44384865,3.17494346,3.4463341,3.2620028,4.054743,60.0240893,3.11350514,4.0968163,3.06381465,2.0340716,3.01914392,1.94587974,3.66659496,1.0073784,3.61350284,1.4097498,1.1326713,3.3892843,1.0354118,3.19327838,2.50141014,3.2227217,3.7205663,7.1111253,3.7701286,2.2965053,2.96939352,3.5755587,7.1471999,5.1868391,4.022537,3.12141146,3.300526,3.02149583,3.05371617,3.6764603,3.7288064,3.19597958,3.20573948,3.08701654,3.48294614,1.0063975,1.5148545,3.06470783,3.3679298,3.2945921,2.9632926,3.55935375,3.3520706,2.20396696,2.87678216,3.826537,3.18892728,3.435712,3.0745235,22.3594613,4.6321356,4.1101677,2.37465133,3.13635187,3.13929628,3.01629425,3.7914986,1.000208,2.47474454,3.5762194,2.64961192,2.75829703585,3.19259806,2.12851505,3.15234677,18.3449393,3.5342148,2.94075311,3.03557802,3.05325342,3.25457926,20.5770093,3.2666764,2.9411631,3.3546736,3.0444745,4.7589779,3.1241402,3.5563955,2.64447632,7.788995,5.1960206,2.89050737,1.0696674,3.10263417,3.18688942,5.4500336,3.032967,3.25583453,10.1882973,3.5640131,6.6196401,6.3432363,5.0149298,2.95986819
3.42240076,3.13616036,2.83656013,3.3533166,3.3364791,2.9111666,3.29663406,1.5905443,3.5216112,3.0490564,3.59708915,3.6488601,3.046237,2.93092763,6.7846603,11.1513823,6.1038273,3.63132904,3.9748835,2.99777564,2.91992298,1.5837421,3.9515217,3.3652276,3.20116622,3.3576771,3.261932,2.79869647,3.35966603,2.36658914,3.4078063,3.2696139,3.4160772,3.8274897,3.38555024,3.00985788,3.49908124,5.9365165,2.155445,3.4053188,1.1732488,2.93999362,2.818885547,3.7596851,3.37343393,3.3175445,1.0000896,1.9327974,3.4883631,2.854457555,9.1457999,2.1750353,1.0233432,3.05813716,3.7258442,3.3450997,2.50104035,5.6019876,3.7516507,3.5629893,5.8741741,3.2428827,2.777362147,5.7846889,6.026844,4.2740935,3.18567286,2.727443774,3.4945894,2.74246911,3.3683484,3.453751,3.2595677,3.31861995,2.97686882,3.197264,1.022405,3.2174384,3.4919746,3.1406224,2.96402196,4.1285752,3.52709506,3.78988,3.16310523,2.45967404,3.4386095,3.581747,3.54594294,3.4518257,3.51640545,3.4537753,2.16698996,3.7339021,3.0189288,2.63462556,2.53301644,3.19013427,3.03935592,4.9150953,4.4595421,2.17456285,3.72344164,2.95068596,6.5082731,3.6258783,3.5494369,6.161813,3.692868,2.84600657,3.01146368,3.459816,3.18837215,3.4471518,3.2616005,4.0047998,34.1135603,3.11339412,4.361374,3.06619908,2.64175313,3.01915703,1.85153196,3.39214615,1.0234396,3.5045665,1.5905198,1.0597189,3.3830508,1.1542221,3.1820228,2.5011926,3.22470169,3.73425756,7.32531,1.5832463,2.38130323,2.96926225,3.6253047,3.9169553,4.5595822,4.0204992,3.12241964,3.30387304,3.02116666,3.08139743,3.7238031,3.712543,3.1961799,3.20308216,3.08536215,3.51186065,1.0061583,1.5655577,3.06552763,3.363029,3.24515624,2.971305,3.55423747,3.36138664,3.01866923,2.870606025,3.8374617,3.21131022,3.27395133,3.17962338,26.3080143,4.5797829,3.73493777,2.38442926,3.15418528,3.13929628,3.01629425,3.7685667,1.1041073,2.4753318,3.58272616,2.649289054,2.5903641,3.18970172,2.12860547,3.1525089,26.9004963,3.647069,2.92603215,3.06962795,2.93994158,3.2498224,24.0126333,3.0975615,2.845263195,3.36062954,2.92730234,4.3993188,3.08184834,3.60164134,2.58868377,7.8028653,5.4102008,2.89037525,1.1505641,3.1023698,3.16806744,5.1987863,3.02150626,3.25485928,9.3677683,3.3798941,5.8068063,5.9181685,4.4900145,2.85974447
3.42587726,3.13616036,2.83656006,3.39573966,3.30401294,2.91082193,3.3056193,1.530233,3.67821793,3.04932283,3.597816,3.5960211,3.046237,2.94720311,6.1362481,10.2030637,6.0252127,3.5239521,3.9941437,2.99777564,2.92009032,1.80302845,3.9264664,3.3761618,3.1839588,3.34185414,3.22919048,2.784534796,3.3592264,2.3648013,3.5391879,3.2614098,3.4320513,3.8402111,3.36418055,3.03028472,3.45977656,5.9584758,2.22923235,3.3929779,1.137375,3.33089815,2.766638277,3.7706003,4.0060389,3.31802265,1.0012644,1.95218025,3.52139054,2.92295798,9.7035053,2.16866,1.0415193,3.0189808,3.7317698,3.3341618,2.52543503,7.0286829,3.8803272,3.5604827,3.08783756,3.25021402,2.777633776,6.4118359,5.8048233,4.1713085,3.1735239,2.730246826,3.49882166,2.7556575676,3.3651997,3.41529153,3.25442786,3.20703812,2.98759037,3.22769277,1.4195454,3.21749307,3.48327283,3.13303767,2.96414515,3.9798567,3.5183828,3.5067522,3.16303046,2.45986895,3.4528212,3.68346594,3.54096554,3.4559418,3.58308,3.3319983,1.0000005,4.1152301,3.01881577,2.634904516,2.779003014,3.12446965,3.06815688,5.9676835,4.2570804,2.17479716,3.703285,2.95049877,6.3050853,3.7738361,3.5268541,5.6396735,3.6855668,2.84595615,3.00183008,3.4375381,3.16790713,3.4494561,3.26904116,3.9447845,58.5292193,3.1133691,4.2922616,3.06265624,2.07340656,3.01894887,1.95560674,3.3238514,1.0213266,3.56361036,1.5407835,1.0774379,3.3922885,1.1686643,3.1957609,2.5008295,3.18136944,3.7137879,7.2929227,1.0795657,3.00232728,2.9693859,3.5660541,2.3043445,4.4987758,4.0245677,3.11852585,3.3031973,3.02143354,3.20978556,3.8889433,3.7068009,3.1956642,3.20672245,3.08437817,3.43096743,1.0150215,1.532003,3.0645019,3.3629309,3.2236063,2.90812923,3.5497655,3.36917595,2.2399327,2.860060704,3.8820258,3.17424224,2.833336656,3.08724384,23.1567293,4.4142953,4.1478975,2.3723588,3.1573593,3.13929628,3.01629425,3.7908981,1.0031996,2.47364916,3.584605,2.650347126,2.60662868,3.19293137,2.128581,3.15228356,26.6210693,3.59558104,2.94004474,3.03098936,2.714405903,3.2294185,17.7006063,3.2181847,2.88254984,3.3899849,2.98948328,4.3014643,3.08798216,3.5760598,2.65061026,6.343929,4.9008698,2.89040628,1.0288945,3.1028898,3.19902552,5.3142413,3.05541394,3.25662224,7.2089503,3.52146487,4.7893557,5.3899203,4.5381349,2.80285081
3.45647154,3.13616036,2.83652992,3.4392497,3.31647394,2.90961444,3.3276495,3.62033395,3.51150356,3.04973148,3.59744297,2.728504677,3.046237,2.91015702,7.6297043,11.1448493,5.4233973,3.9306335,4.08051,2.99777564,2.9205118,2.1501861,3.8903528,3.38156055,3.18689592,3.34452156,3.19298033,2.767988989,3.3584517,2.3610674,3.40166037,3.2505311,3.38030885,3.8517883,3.37698494,3.0372969,3.44264404,6.4556866,2.1220909,3.52022885,1.1240357,3.04996754,2.83747117,3.790223,2.90631218,3.31724046,1.001947,1.9659667,3.5128318,3.08182867,10.5749553,2.10491363,1.1114878,3.31472294,3.74218635,3.3371461,2.50503917,7.055701,3.7836668,3.49822347,3.09370525,3.23925142,2.778188101,8.3459243,5.1394023,4.2588541,3.20148124,2.699745135,3.4890992,2.79221807,3.3663826,3.5173052,3.24719073,3.1257266,3.03215928,3.2992897,1.0549214,3.21734468,3.5379176,3.161792,2.99071444,3.9862654,3.517403,3.45916395,3.16285832,2.4601763,3.49354313,3.7006239,3.53769086,3.4793759,3.4020626,3.2817727,1.0000012,3.2239731,3.01912375,2.635637735,2.70696208,2.97422667,3.02317188,4.724342,4.2899051,2.1748965,3.71336816,2.9507805,5.4933893,3.1770966,3.7008738,5.609848,3.6468598,2.84367282,2.97701245,3.44524656,3.24554454,3.44998173,3.285989,3.74255334,35.0047923,3.11259325,4.1823039,3.0685665,2.1709627,3.01954506,2.1526366,3.47348235,1.0542428,3.5068031,1.4956081,1.1628291,3.41206453,1.0838356,3.20491038,2.50086798,3.18746944,3.7648541,6.8188526,1.6760207,3.02484874,2.96975021,3.56885825,1.0945755,4.8649653,4.0292892,3.10821224,3.3018274,3.02134974,3.31444154,3.8422197,3.70524536,3.1954969,3.20228095,3.083061,3.4385572,1.0255877,1.4969555,3.0653697,3.3627157,3.23370452,2.879458216,3.55138735,3.389007,2.7554309048,2.87597356,3.7936641,3.02731587,2.867127304,3.1073559,22.7318373,4.4832408,3.9470771,2.39581854,3.1550789,3.13929628,3.01629425,3.8500786,1.0353088,2.4754701,3.59198914,2.65185549,2.4335873,3.19541935,2.1289447,3.1517916,22.6670043,3.03409533,2.92215521,2.96630837,2.59839421,3.2204129,13.9321853,3.19604717,2.72750382,3.3254115,3.02118082,4.5949812,3.03781216,3.58743576,2.74197607,6.6088998,4.5741727,2.88969929,1.0408636,3.10439037,3.2767078,5.2492502,2.9932085,3.25515316,7.5465076,3.49110214,4.7369431,5.6552348,4.7892785,2.795263087
3.45975403,3.13616036,2.836300415,3.5325461,3.29881124,2.9079655,3.3545091,4.0154224,3.62684075,3.0498013,3.59759484,2.25504164,3.046237,2.88767358,7.7804539,12.4342803,5.2926388,4.2630418,4.1511358,2.99777564,2.92063033,2.84835171,3.8655779,3.4124484,3.18275453,3.34407787,3.1359133,2.7514091354,3.35982184,2.36839165,3.3446508,3.26224224,3.3867976,3.8077822,3.38463257,3.08333702,3.4379937,5.7671103,2.0897881,3.5519601,1.091779,2.6897791,2.61471446,3.8058336,2.28790386,3.31885765,1.0034751,1.9927799,3.5333754,3.17455594,9.0285518,2.0219531,1.0353221,3.3765759,3.74521385,3.3423197,2.54491324,6.0284657,3.9201052,3.3808775,4.5098008,3.23720814,2.778708925,3.235549,4.6330709,4.256425,3.2163251,2.67119884,3.4837968,2.82607467,3.367435,3.529887,3.24679006,2.98001906,3.07568086,3.32275794,9.2261288,3.21696628,3.5390818,3.17441143,3.0322734,4.0072374,3.5179722,3.7689861,3.16266517,2.46038608,3.5029288,3.58634166,3.52572123,3.486511,3.3002659,2.94558207,1.0000919,3.17694638,3.0190198,2.636224774,2.46496407,2.84818675,3.02588533,4.1446777,4.3666022,2.17524205,3.65973864,2.95105843,5.1095908,2.89727357,3.8210606,6.5062895,3.67323003,2.835555156,2.96407272,3.45121304,3.14067955,3.45111935,3.3062576,3.4706241,35.7390333,3.11306296,4.3006881,3.0705365,2.3246425,3.01980562,2.41633807,3.57481937,1.1549616,3.2763768,1.1327935,1.276925,3.4242979,1.2019914,3.22831668,2.500766,3.20907424,3.8299737,6.8045237,1.3639079,2.37303494,2.9700478,3.5580173,3.50711064,4.789011,4.0328191,3.100103,3.3062205,3.02206517,3.4003663,3.64372234,3.68668006,3.1958622,3.2016089,3.08355345,3.5460377,1.0324777,1.4598409,3.0655147,3.34492366,3.2633545,2.89098571,3.5513808,3.40431164,3.1699445,2.83893761,3.7346299,2.98808299,3.53852896,3.160354,22.5402953,4.5130366,3.8325283,2.41354592,3.14665697,3.13929628,3.01629425,3.8763039,1.0018338,2.47879617,3.6123114,2.653214944,2.50203283,3.19661082,2.12916325,3.15143944,19.6548393,2.88077516,2.93303658,2.94358177,2.49272047,3.21021388,19.9485313,3.24043427,2.707714376,3.3837826,2.90870465,5.2299976,2.99474232,3.6708153,2.7646341023,8.2167023,5.0864096,2.88957682,1.048621,3.106122,3.30242966,5.3671322,2.97635847,3.25430132,7.6789329,3.42752276,5.2614973,6.7155266,4.8267932,2.774470442
