"V1","V2","V3"
110,3,327
110,3,332
110,3,333
110,3,343
110,3,357
110,3,360
110,3,363
110,3,368
110,3,369
110,3,370
111,1,178
111,1,919
111,1,1153
111,1,1154
111,1,1450
111,1,1452
111,1,1589
111,1,3026
111,1,3246
111,1,3252
111,1,3481
111,1,4048
111,1,4221
111,1,4343
111,1,4448
111,1,4743
111,1,5263
111,1,5272
111,1,5283
111,1,5286
111,1,5618
111,1,5728
111,1,6593
111,1,6798
111,1,7602
111,1,7661
111,1,7760
111,1,8076
111,1,8292
111,1,8417
111,1,8446
111,1,8449
111,1,8520
111,1,8699
111,1,8720
111,1,8721
111,1,8722
111,1,8734
111,1,10596
111,1,10599
111,1,10602
111,1,10603
111,1,10610
111,1,10611
111,1,11030
111,1,11808
111,1,12000
111,1,13168
111,1,13546
111,1,13814
111,1,13843
111,1,14069
111,1,14697
111,1,15416
111,1,15713
111,1,15808
111,1,16993
111,1,17936
111,1,18006
111,2,881
111,2,936
111,2,1021
111,2,1789
111,2,1819
111,2,2168
111,2,2192
111,2,2215
111,2,3567
111,2,3766
111,2,3905
111,2,5394
111,2,5641
111,2,5761
111,2,6128
111,2,7024
111,2,7375
111,2,7477
111,2,7980
111,2,8514
111,2,8650
111,2,8900
111,2,9457
111,2,12137
111,2,12316
111,2,12623
111,2,12851
111,2,12866
111,2,12868
111,2,12940
111,2,13591
111,2,13726
111,2,14895
111,2,14935
111,2,14949
111,2,15004
111,2,15054
111,2,15341
111,2,15764
111,2,16679
111,2,16680
111,2,18265
111,2,18431
111,2,18529
111,2,19243
111,2,19327
111,2,19598
111,2,19933
111,2,20097
111,2,20514
111,2,20518
111,2,20999
111,2,21161
111,2,21763
111,2,22434
111,2,23253
111,2,23551
111,2,23668
111,3,25
111,3,29
111,3,32
111,3,33
111,3,39
111,3,40
111,3,41
111,3,42
111,3,43
111,3,44
111,3,45
111,3,46
111,3,48
111,3,56
111,3,66
111,3,71
111,3,73
111,3,78
111,3,79
111,3,80
111,3,83
111,3,84
111,3,85
111,3,91
111,3,92
111,3,93
111,3,94
111,3,95
111,3,96
111,3,98
111,3,105
111,3,107
111,3,108
111,3,111
111,3,112
111,3,114
111,3,115
111,3,119
111,3,120
111,3,123
111,3,126
111,3,133
111,3,134
111,3,136
111,3,137
111,3,140
111,3,142
111,3,155
111,3,157
111,3,163
111,3,164
111,3,165
111,3,166
111,3,169
111,3,175
111,3,190
111,3,191
111,3,192
111,3,202
111,3,203
111,3,218
111,3,219
111,3,221
111,3,231
111,3,235
111,3,236
111,3,251
111,3,252
111,3,253
111,3,267
111,3,268
111,3,269
111,3,270
111,3,278
111,3,279
111,3,283
111,3,289
111,3,301
111,3,305
111,3,315
111,3,316
111,3,318
111,3,319
111,3,325
111,3,327
111,3,332
111,3,333
111,3,343
111,3,357
111,3,358
111,3,360
111,3,363
111,3,367
111,3,368
111,3,369
111,3,370
112,1,1425
112,1,4221
112,1,4252
112,1,5142
112,1,5145
112,1,5146
112,1,5147
112,1,6674
112,1,6764
112,1,6951
112,1,6977
112,1,7413
112,1,7415
112,1,7416
112,1,8068
112,1,8592
112,1,8593
112,1,8722
112,1,10602
112,1,10603
112,1,10610
112,1,11612
112,1,13192
112,1,13430
112,1,13435
112,1,14059
112,1,14069
112,1,14345
112,1,14361
112,1,14442
112,1,14567
112,1,14631
112,1,14656
112,1,14849
112,1,14947
112,1,15975
112,1,15979
112,1,17014
112,1,17227
112,2,881
112,2,1214
112,2,1549
112,2,2761
112,2,3014
112,2,3766
112,2,3910
112,2,4479
112,2,5044
112,2,5264
112,2,6194
112,2,6553
112,2,6684
112,2,6812
112,2,7432
112,2,8834
112,2,9113
112,2,10706
112,2,12070
112,2,12137
112,2,12663
112,2,12816
112,2,15018
112,2,15310
112,2,15370
112,2,16026
112,2,18265
112,2,18474
112,2,18676
112,2,18842
112,2,19474
112,2,19933
112,2,20029
112,2,20536
112,2,21040
112,2,22543
112,2,22732
112,2,23253
112,2,23686
112,3,25
112,3,29
112,3,32
112,3,33
112,3,39
112,3,40
112,3,41
112,3,42
112,3,43
112,3,44
112,3,45
112,3,46
112,3,48
112,3,56
112,3,66
112,3,71
112,3,73
112,3,74
112,3,78
112,3,79
112,3,80
112,3,83
112,3,84
112,3,85
112,3,91
112,3,92
112,3,93
112,3,95
112,3,96
112,3,98
112,3,105
112,3,108
112,3,111
112,3,112
112,3,114
112,3,115
112,3,119
112,3,120
112,3,123
112,3,126
112,3,133
112,3,134
112,3,136
112,3,137
112,3,140
112,3,142
112,3,155
112,3,157
112,3,163
112,3,164
112,3,165
112,3,166
112,3,169
112,3,175
112,3,190
112,3,191
112,3,192
112,3,202
112,3,218
112,3,219
112,3,221
112,3,231
112,3,235
112,3,236
112,3,251
112,3,252
112,3,253
112,3,267
112,3,268
112,3,269
112,3,270
112,3,278
112,3,279
112,3,283
112,3,289
112,3,301
112,3,305
112,3,315
112,3,316
112,3,318
112,3,319
112,3,325
112,3,327
112,3,332
112,3,333
112,3,343
112,3,357
112,3,358
112,3,360
112,3,363
112,3,367
112,3,368
112,3,369
112,3,370
113,1,1302
113,1,1522
113,1,1590
113,1,3248
113,1,3249
113,1,3252
113,1,3402
113,1,3475
113,1,3479
113,1,3481
113,1,3503
113,1,3575
113,1,3577
113,1,3580
113,1,3689
113,1,3810
113,1,5728
113,1,5754
113,1,6593
113,1,6626
113,1,6865
113,1,7483
113,1,7840
113,1,8138
113,1,8139
113,1,9390
113,1,10559
113,1,11030
113,1,11402
113,1,11773
113,1,11816
113,1,12334
113,1,13619
113,1,14697
113,1,16077
113,1,17042
113,1,17933
113,1,19686
113,2,2156
113,2,2182
113,2,2648
113,2,2951
113,2,5342
113,2,6543
113,2,6690
113,2,7647
113,2,7859
113,2,7860
113,2,8427
113,2,8650
113,2,10658
113,2,10928
113,2,11210
113,2,12202
113,2,13726
113,2,14301
113,2,14799
113,2,14873
113,2,14949
113,2,15642
113,2,15764
113,2,16679
113,2,17349
113,2,17385
113,2,17463
113,2,18190
113,2,18431
113,2,18578
113,2,19056
113,2,20095
113,2,21543
113,2,21573
113,2,22264
113,2,22265
113,2,23346
113,3,25
113,3,29
113,3,32
113,3,33
113,3,39
113,3,40
113,3,41
113,3,42
113,3,44
113,3,45
113,3,46
113,3,48
113,3,56
113,3,66
113,3,71
113,3,73
113,3,74
113,3,78
113,3,79
113,3,80
113,3,83
113,3,84
113,3,85
113,3,91
113,3,92
113,3,93
113,3,94
113,3,95
113,3,96
113,3,98
113,3,105
113,3,107
113,3,108
113,3,111
113,3,112
113,3,114
113,3,115
113,3,119
113,3,123
113,3,126
113,3,133
113,3,134
113,3,136
113,3,137
113,3,140
113,3,142
113,3,155
113,3,157
113,3,163
113,3,164
113,3,165
113,3,166
113,3,169
113,3,175
113,3,186
113,3,190
113,3,191
113,3,202
113,3,203
113,3,218
113,3,219
113,3,235
113,3,236
113,3,251
113,3,252
113,3,253
113,3,267
113,3,268
113,3,269
113,3,270
113,3,278
113,3,279
113,3,283
113,3,289
113,3,301
113,3,305
113,3,315
113,3,316
113,3,318
113,3,319
113,3,325
113,3,327
113,3,332
113,3,333
113,3,343
113,3,357
113,3,358
113,3,360
113,3,363
113,3,368
113,3,369
113,3,370
114,1,8632
114,1,8649
114,1,9387
114,1,9388
114,1,9389
114,1,9391
114,1,9392
114,1,9394
114,1,9395
114,1,9397
114,1,9398
114,2,1935
114,2,1936
114,2,2139
114,2,3551
114,2,4470
114,2,8505
114,2,9537
114,2,20040
114,2,20249
114,2,20332
114,2,22798
114,3,29
114,3,32
114,3,33
114,3,41
114,3,45
114,3,48
114,3,56
114,3,66
114,3,84
114,3,85
114,3,91
114,3,94
114,3,96
114,3,98
114,3,108
114,3,114
114,3,133
114,3,134
114,3,136
114,3,140
114,3,142
114,3,155
114,3,163
114,3,165
114,3,169
114,3,202
114,3,218
114,3,221
114,3,235
114,3,236
114,3,252
114,3,253
114,3,267
114,3,279
114,3,283
114,3,289
114,3,305
114,3,315
114,3,327
114,3,332
114,3,343
114,3,358
114,3,360
114,3,369
114,3,370
115,1,8630
115,1,8645
115,1,8652
115,1,10470
115,1,14345
115,1,14947
115,1,19344
115,2,1121
115,2,3610
115,2,4479
115,2,10706
115,2,12039
115,2,14791
115,2,20590
115,3,39
115,3,40
115,3,41
115,3,45
115,3,73
115,3,78
115,3,92
115,3,95
115,3,105
115,3,108
115,3,112
115,3,115
115,3,123
115,3,126
115,3,133
115,3,136
115,3,137
115,3,142
115,3,155
115,3,157
115,3,163
115,3,164
115,3,218
115,3,219
115,3,231
115,3,253
115,3,279
115,3,283
115,3,301
115,3,318
115,3,325
115,3,327
115,3,332
115,3,333
115,3,368
115,3,369
115,3,370
116,1,1074
116,1,4221
116,1,6593
116,1,7155
116,1,7166
116,1,8068
116,1,10559
116,1,10560
116,1,10602
116,1,10603
116,1,13236
116,1,13430
116,1,13435
116,1,13550
116,1,13551
116,1,13552
116,1,13558
116,1,13559
116,1,14598
116,1,17227
116,2,29
116,2,3766
116,2,4160
116,2,5264
116,2,6684
116,2,12816
116,2,13549
116,2,16463
116,2,16679
116,2,17169
116,2,17463
116,2,18265
116,2,18715
116,2,18922
116,2,20724
116,2,22303
116,2,22543
116,2,22582
116,2,23253
116,2,24124
116,3,25
116,3,29
116,3,31
116,3,32
116,3,33
116,3,39
116,3,40
116,3,41
116,3,43
116,3,44
116,3,45
116,3,46
116,3,48
116,3,56
116,3,66
116,3,71
116,3,73
116,3,78
116,3,79
116,3,80
116,3,83
116,3,85
116,3,91
116,3,92
116,3,93
116,3,95
116,3,96
116,3,98
116,3,105
116,3,108
116,3,111
116,3,112
116,3,114
116,3,115
116,3,119
116,3,120
116,3,123
116,3,126
116,3,133
116,3,134
116,3,136
116,3,137
116,3,140
116,3,142
116,3,155
116,3,157
116,3,163
116,3,164
116,3,165
116,3,166
116,3,175
116,3,192
116,3,202
116,3,218
116,3,219
116,3,221
116,3,231
116,3,235
116,3,236
116,3,251
116,3,252
116,3,253
116,3,267
116,3,268
116,3,269
116,3,270
116,3,278
116,3,279
116,3,283
116,3,289
116,3,301
116,3,305
116,3,315
116,3,316
116,3,318
116,3,319
116,3,325
116,3,327
116,3,332
116,3,333
116,3,343
116,3,358
116,3,360
116,3,363
116,3,368
116,3,369
116,3,370
117,1,906
117,1,910
117,1,8726
117,1,10602
117,1,10603
117,1,11946
117,1,13456
117,1,13545
117,1,14483
117,1,14487
117,1,14567
117,1,14947
117,1,18010
117,2,1418
117,2,2273
117,2,4479
117,2,4918
117,2,8834
117,2,16438
117,2,17457
117,2,17844
117,2,18265
117,2,19784
117,2,21580
117,2,22936
117,2,23253
117,3,25
117,3,32
117,3,33
117,3,39
117,3,41
117,3,42
117,3,44
117,3,45
117,3,46
117,3,48
117,3,56
117,3,71
117,3,73
117,3,78
117,3,79
117,3,80
117,3,83
117,3,85
117,3,91
117,3,92
117,3,93
117,3,94
117,3,95
117,3,96
117,3,105
117,3,108
117,3,111
117,3,112
117,3,114
117,3,115
117,3,120
117,3,123
117,3,126
117,3,133
117,3,134
117,3,136
117,3,140
117,3,142
117,3,155
117,3,157
117,3,163
117,3,164
117,3,165
117,3,166
117,3,175
117,3,190
117,3,202
117,3,218
117,3,219
117,3,235
117,3,236
117,3,252
117,3,253
117,3,267
117,3,268
117,3,269
117,3,270
117,3,278
117,3,279
117,3,283
117,3,289
117,3,301
117,3,305
117,3,315
117,3,316
117,3,318
117,3,319
117,3,325
117,3,327
117,3,332
117,3,333
117,3,343
117,3,358
117,3,360
117,3,363
117,3,367
117,3,368
117,3,369
117,3,370
118,1,1364
118,1,1529
118,1,4331
118,1,6414
118,1,6448
118,1,6742
118,1,7451
118,1,7686
118,1,9180
118,1,9460
118,1,10426
118,1,12944
118,1,12945
118,1,13551
118,1,13568
118,1,13569
118,1,13949
118,1,14072
118,1,14344
118,1,16403
118,1,16583
118,1,17227
118,1,17435
118,1,17543
118,1,18006
118,1,18510
118,1,19058
118,1,19119
118,1,19708
118,2,122
118,2,461
118,2,533
118,2,4589
118,2,5236
118,2,5703
118,2,5992
118,2,6436
118,2,8077
118,2,8423
118,2,10013
118,2,10133
118,2,10297
118,2,11234
118,2,11617
118,2,12694
118,2,12868
118,2,13551
118,2,17169
118,2,17859
118,2,18930
118,2,20212
118,2,21863
118,2,22198
118,2,22212
118,2,22444
118,2,22543
118,2,23242
118,3,25
118,3,29
118,3,32
118,3,33
118,3,39
118,3,40
118,3,41
118,3,42
118,3,43
118,3,44
118,3,45
118,3,46
118,3,48
118,3,56
118,3,66
118,3,71
118,3,73
118,3,78
118,3,79
118,3,80
118,3,83
118,3,84
118,3,85
118,3,91
118,3,92
118,3,93
118,3,95
118,3,96
118,3,98
118,3,105
118,3,111
118,3,114
118,3,115
118,3,119
118,3,123
118,3,126
118,3,133
118,3,134
118,3,136
118,3,140
118,3,142
118,3,155
118,3,157
118,3,163
118,3,164
118,3,165
118,3,166
118,3,169
118,3,175
118,3,190
118,3,202
118,3,203
118,3,218
118,3,219
118,3,221
118,3,235
118,3,236
118,3,252
118,3,253
118,3,267
118,3,268
118,3,269
118,3,270
118,3,278
118,3,279
118,3,283
118,3,289
118,3,301
118,3,305
118,3,315
118,3,318
118,3,319
118,3,325
118,3,327
118,3,332
118,3,343
118,3,358
118,3,360
118,3,363
118,3,367
118,3,368
118,3,369
119,1,3402
119,1,4221
119,1,5749
119,1,8150
119,1,10379
119,1,10596
119,1,10599
119,1,10613
119,1,10614
119,1,14598
119,1,17234
119,1,17805
119,1,18006
119,1,18765
119,1,19740
119,2,2113
119,2,3766
119,2,4160
119,2,4526
119,2,7980
119,2,8086
119,2,8864
119,2,9257
119,2,10533
119,2,12868
119,2,17928
119,2,20646
119,2,22264
119,2,23668
119,3,25
119,3,29
119,3,32
119,3,39
119,3,40
119,3,41
119,3,42
119,3,45
119,3,46
119,3,48
119,3,56
119,3,66
119,3,73
119,3,78
119,3,79
119,3,80
119,3,83
119,3,84
119,3,85
119,3,91
119,3,92
119,3,93
119,3,95
119,3,105
119,3,108
119,3,111
119,3,112
119,3,114
119,3,115
119,3,119
119,3,123
119,3,126
119,3,133
119,3,134
119,3,136
119,3,137
119,3,140
119,3,155
119,3,157
119,3,163
119,3,164
119,3,165
119,3,166
119,3,169
119,3,175
119,3,190
119,3,202
119,3,218
119,3,219
119,3,231
119,3,235
119,3,236
119,3,252
119,3,268
119,3,269
119,3,270
119,3,278
119,3,279
119,3,283
119,3,301
119,3,305
119,3,315
119,3,318
119,3,319
119,3,325
119,3,327
119,3,332
119,3,333
119,3,357
119,3,358
119,3,360
119,3,363
119,3,369
119,3,370
120,1,125
120,1,622
120,1,910
120,1,1425
120,1,4252
120,1,5132
120,1,6567
120,1,7031
120,1,8630
120,1,8645
120,1,8695
120,1,10742
120,1,11416
120,1,14059
120,1,14060
120,1,14065
120,1,14066
120,1,14344
120,1,14345
120,1,14379
120,1,14442
120,1,14567
120,1,17174
120,1,17227
120,1,17971
120,1,17972
120,1,18068
120,1,19344
120,1,19740
120,2,998
120,2,1121
120,2,3610
120,2,3805
120,2,5977
120,2,8747
120,2,8763
120,2,8834
120,2,10133
120,2,10533
120,2,10706
120,2,11030
120,2,11993
120,2,12039
120,2,12754
120,2,13247
120,2,15370
120,2,16438
120,2,17159
120,2,18676
120,2,18842
120,2,19088
120,2,19297
120,2,19960
120,2,21040
120,2,22242
120,2,22543
120,2,22910
120,3,25
120,3,29
120,3,32
120,3,33
120,3,39
120,3,40
120,3,41
120,3,44
120,3,45
120,3,46
120,3,48
120,3,56
120,3,66
120,3,71
120,3,73
120,3,78
120,3,79
120,3,80
120,3,83
120,3,84
120,3,85
120,3,91
120,3,92
120,3,93
120,3,94
120,3,95
120,3,96
120,3,98
120,3,105
120,3,108
120,3,111
120,3,112
120,3,114
120,3,115
120,3,119
120,3,120
120,3,123
120,3,126
120,3,133
120,3,134
120,3,136
120,3,137
120,3,140
120,3,142
120,3,155
120,3,157
120,3,163
120,3,164
120,3,165
120,3,166
120,3,169
120,3,175
120,3,202
120,3,218
120,3,219
120,3,221
120,3,231
120,3,236
120,3,252
120,3,253
120,3,268
120,3,269
120,3,270
120,3,278
120,3,279
120,3,283
120,3,289
120,3,301
120,3,305
120,3,315
120,3,316
120,3,318
120,3,319
120,3,325
120,3,327
120,3,332
120,3,333
120,3,343
120,3,357
120,3,358
120,3,360
120,3,363
120,3,368
120,3,369
120,3,370
121,1,1037
121,1,1074
121,1,1105
121,1,1502
121,1,2923
121,1,3358
121,1,3499
121,1,4228
121,1,4387
121,1,5323
121,1,5618
121,1,6763
121,1,6875
121,1,6878
121,1,6880
121,1,7009
121,1,7699
121,1,7760
121,1,7765
121,1,7774
121,1,7775
121,1,7803
121,1,8690
121,1,8878
121,1,8895
121,1,11394
121,1,11470
121,1,11621
121,1,11805
121,1,12004
121,1,12955
121,1,14321
121,1,14697
121,1,14703
121,1,14771
121,1,14777
121,1,15411
121,1,17125
121,1,17365
121,1,17805
121,1,18059
121,1,18975
121,1,19742
121,2,246
121,2,357
121,2,534
121,2,1401
121,2,1602
121,2,2258
121,2,2622
121,2,4030
121,2,5394
121,2,5481
121,2,5655
121,2,5764
121,2,6097
121,2,6579
121,2,8124
121,2,8486
121,2,8552
121,2,8885
121,2,10015
121,2,10407
121,2,10836
121,2,11182
121,2,11733
121,2,11971
121,2,12252
121,2,13103
121,2,14353
121,2,14479
121,2,15202
121,2,15764
121,2,16539
121,2,16844
121,2,18006
121,2,19560
121,2,20120
121,2,20319
121,2,20322
121,2,20646
121,2,22476
121,2,22983
121,2,23551
121,2,23978
121,2,24124
121,3,25
121,3,29
121,3,32
121,3,33
121,3,39
121,3,40
121,3,41
121,3,42
121,3,43
121,3,45
121,3,46
121,3,48
121,3,56
121,3,66
121,3,71
121,3,73
121,3,78
121,3,79
121,3,80
121,3,83
121,3,84
121,3,85
121,3,91
121,3,92
121,3,93
121,3,94
121,3,95
121,3,96
121,3,98
121,3,105
121,3,107
121,3,108
121,3,111
121,3,112
121,3,114
121,3,115
121,3,119
121,3,120
121,3,123
121,3,126
121,3,133
121,3,134
121,3,136
121,3,137
121,3,140
121,3,142
121,3,155
121,3,157
121,3,163
121,3,164
121,3,165
121,3,166
121,3,169
121,3,175
121,3,190
121,3,192
121,3,202
121,3,203
121,3,218
121,3,219
121,3,221
121,3,231
121,3,235
121,3,236
121,3,251
121,3,252
121,3,253
121,3,267
121,3,268
121,3,269
121,3,278
121,3,279
121,3,283
121,3,289
121,3,301
121,3,305
121,3,315
121,3,316
121,3,318
121,3,319
121,3,325
121,3,327
121,3,332
121,3,333
121,3,343
121,3,357
121,3,358
121,3,360
121,3,363
121,3,368
121,3,369
121,3,370
122,1,525
122,1,1445
122,1,1455
122,1,3019
122,1,3248
122,1,3479
122,1,3499
122,1,3771
122,1,4406
122,1,6215
122,1,6278
122,1,6631
122,1,6633
122,1,6634
122,1,6761
122,1,6798
122,1,8353
122,1,8733
122,1,10595
122,1,10610
122,1,10611
122,1,11261
122,1,13619
122,1,14630
122,1,14708
122,1,15916
122,1,16050
122,1,16077
122,1,16999
122,1,19294
122,1,19679
122,1,19869
122,2,936
122,2,1850
122,2,2876
122,2,3255
122,2,4218
122,2,4331
122,2,4487
122,2,5367
122,2,5958
122,2,6543
122,2,6690
122,2,7477
122,2,8388
122,2,8547
122,2,8694
122,2,10244
122,2,10630
122,2,11154
122,2,12137
122,2,12223
122,2,12524
122,2,13197
122,2,14479
122,2,14873
122,2,15481
122,2,15692
122,2,16971
122,2,18047
122,2,18190
122,2,18422
122,2,19588
122,2,24156
122,3,25
122,3,29
122,3,32
122,3,33
122,3,39
122,3,40
122,3,41
122,3,45
122,3,46
122,3,48
122,3,56
122,3,66
122,3,71
122,3,73
122,3,78
122,3,79
122,3,80
122,3,83
122,3,84
122,3,85
122,3,91
122,3,92
122,3,93
122,3,94
122,3,95
122,3,96
122,3,98
122,3,105
122,3,108
122,3,111
122,3,112
122,3,114
122,3,115
122,3,119
122,3,123
122,3,126
122,3,133
122,3,134
122,3,136
122,3,137
122,3,140
122,3,142
122,3,155
122,3,157
122,3,163
122,3,164
122,3,165
122,3,166
122,3,169
122,3,175
122,3,192
122,3,202
122,3,218
122,3,219
122,3,231
122,3,235
122,3,236
122,3,252
122,3,253
122,3,267
122,3,268
122,3,269
122,3,270
122,3,278
122,3,279
122,3,283
122,3,289
122,3,301
122,3,305
122,3,315
122,3,316
122,3,318
122,3,319
122,3,325
122,3,327
122,3,332
122,3,333
122,3,343
122,3,357
122,3,358
122,3,360
122,3,363
122,3,368
122,3,369
122,3,370
123,1,525
123,1,977
123,1,1299
123,1,1301
123,1,1302
123,1,1522
123,1,1589
123,1,3402
123,1,3575
123,1,3803
123,1,4164
123,1,5003
123,1,6798
123,1,7031
123,1,7484
123,1,8719
123,1,10744
123,1,11692
123,1,11829
123,1,12270
123,1,12890
123,1,13949
123,1,14059
123,1,14630
123,1,14656
123,1,17607
123,1,17609
123,1,17850
123,1,18530
123,1,18576
123,2,8
123,2,936
123,2,2648
123,2,4871
123,2,5488
123,2,6812
123,2,8077
123,2,10215
123,2,11304
123,2,13255
123,2,13829
123,2,15012
123,2,15481
123,2,16039
123,2,16265
123,2,16373
123,2,16491
123,2,16971
123,2,17663
123,2,19029
123,2,19056
123,2,19068
123,2,19297
123,2,19598
123,2,20095
123,2,20670
123,2,21040
123,2,22264
123,2,22435
123,2,22738
123,3,25
123,3,29
123,3,32
123,3,33
123,3,39
123,3,40
123,3,41
123,3,42
123,3,43
123,3,45
123,3,46
123,3,48
123,3,56
123,3,66
123,3,71
123,3,73
123,3,78
123,3,79
123,3,80
123,3,83
123,3,91
123,3,92
123,3,93
123,3,95
123,3,98
123,3,105
123,3,108
123,3,111
123,3,112
123,3,115
123,3,119
123,3,123
123,3,126
123,3,133
123,3,134
123,3,136
123,3,137
123,3,140
123,3,142
123,3,155
123,3,157
123,3,163
123,3,164
123,3,165
123,3,166
123,3,169
123,3,175
123,3,202
123,3,203
123,3,218
123,3,219
123,3,231
123,3,235
123,3,236
123,3,251
123,3,252
123,3,253
123,3,267
123,3,269
123,3,270
123,3,278
123,3,279
123,3,283
123,3,289
123,3,301
123,3,305
123,3,315
123,3,316
123,3,318
123,3,319
123,3,325
123,3,327
123,3,332
123,3,333
123,3,343
123,3,358
123,3,360
123,3,363
123,3,367
123,3,368
123,3,369
123,3,370
124,1,499
124,1,1364
124,1,1405
124,1,1450
124,1,1452
124,1,2849
124,1,2906
124,1,2907
124,1,2908
124,1,2927
124,1,2998
124,1,4324
124,1,4331
124,1,6448
124,1,6456
124,1,7484
124,1,9205
124,1,9211
124,1,10573
124,1,10580
124,1,10599
124,1,10603
124,1,10610
124,1,10611
124,1,10790
124,1,11813
124,1,11815
124,1,11816
124,1,12092
124,1,12227
124,1,13444
124,1,14059
124,1,14079
124,1,14630
124,1,19679
124,1,19739
124,2,55
124,2,1612
124,2,2530
124,2,2807
124,2,2876
124,2,4871
124,2,6371
124,2,6636
124,2,6888
124,2,7226
124,2,7477
124,2,7980
124,2,8002
124,2,11636
124,2,12026
124,2,12137
124,2,13551
124,2,14751
124,2,15481
124,2,16558
124,2,16751
124,2,18265
124,2,18578
124,2,19697
124,2,19954
124,2,20514
124,2,20574
124,2,21040
124,2,21172
124,2,21679
124,2,21760
124,2,22198
124,2,22212
124,2,22434
124,2,22719
124,2,23299
124,3,25
124,3,29
124,3,32
124,3,33
124,3,39
124,3,40
124,3,41
124,3,42
124,3,43
124,3,44
124,3,45
124,3,46
124,3,48
124,3,56
124,3,66
124,3,71
124,3,73
124,3,78
124,3,79
124,3,80
124,3,83
124,3,84
124,3,85
124,3,91
124,3,92
124,3,93
124,3,94
124,3,95
124,3,96
124,3,98
124,3,105
124,3,108
124,3,111
124,3,112
124,3,114
124,3,115
124,3,119
124,3,120
124,3,123
124,3,126
124,3,133
124,3,134
124,3,136
124,3,137
124,3,140
124,3,142
124,3,155
124,3,157
124,3,163
124,3,164
124,3,165
124,3,166
124,3,169
124,3,175
124,3,190
124,3,202
124,3,218
124,3,219
124,3,221
124,3,231
124,3,235
124,3,236
124,3,251
124,3,252
124,3,253
124,3,267
124,3,268
124,3,269
124,3,270
124,3,278
124,3,279
124,3,283
124,3,289
124,3,301
124,3,305
124,3,315
124,3,316
124,3,318
124,3,319
124,3,325
124,3,327
124,3,332
124,3,333
124,3,343
124,3,357
124,3,358
124,3,360
124,3,363
124,3,367
124,3,368
124,3,369
124,3,370
125,1,3963
125,1,3966
125,1,7151
125,1,7158
125,1,7160
125,1,7173
125,1,7449
125,1,7453
125,1,13154
125,1,13157
125,1,14800
125,1,14929
125,1,14930
125,2,1174
125,2,3163
125,2,5080
125,2,10448
125,2,12448
125,2,14356
125,2,14512
125,2,16064
125,2,16587
125,2,17343
125,2,19742
125,2,19928
125,2,21277
125,3,29
125,3,46
125,3,66
125,3,71
125,3,73
125,3,78
125,3,79
125,3,80
125,3,84
125,3,92
125,3,93
125,3,95
125,3,111
125,3,115
125,3,123
125,3,133
125,3,134
125,3,136
125,3,142
125,3,155
125,3,163
125,3,164
125,3,169
125,3,175
125,3,219
125,3,231
125,3,235
125,3,236
125,3,252
125,3,253
125,3,268
125,3,278
125,3,283
125,3,289
125,3,301
125,3,315
125,3,332
125,3,343
125,3,360
125,3,369
125,3,370
126,1,525
126,1,526
126,1,527
126,1,1364
126,1,1450
126,1,3005
126,1,3498
126,1,3499
126,1,3771
126,1,6631
126,1,6633
126,1,6634
126,1,7483
126,1,7484
126,1,8128
126,1,9204
126,1,10577
126,1,10612
126,1,10997
126,1,11330
126,1,13195
126,1,14059
126,1,14083
126,1,14598
126,1,14974
126,1,16263
126,1,17227
126,1,17733
126,1,19740
126,2,167
126,2,236
126,2,2410
126,2,4160
126,2,4871
126,2,4901
126,2,6558
126,2,7993
126,2,8388
126,2,8562
126,2,10267
126,2,10533
126,2,11530
126,2,12524
126,2,13551
126,2,14479
126,2,15692
126,2,15879
126,2,16925
126,2,16971
126,2,17936
126,2,17957
126,2,18994
126,2,21040
126,2,21479
126,2,21543
126,2,22434
126,2,22543
126,2,24156
126,3,25
126,3,29
126,3,32
126,3,33
126,3,39
126,3,40
126,3,41
126,3,42
126,3,43
126,3,44
126,3,45
126,3,46
126,3,48
126,3,56
126,3,66
126,3,71
126,3,73
126,3,74
126,3,78
126,3,79
126,3,80
126,3,83
126,3,84
126,3,85
126,3,91
126,3,92
126,3,93
126,3,94
126,3,95
126,3,96
126,3,98
126,3,105
126,3,108
126,3,111
126,3,112
126,3,114
126,3,115
126,3,119
126,3,120
126,3,123
126,3,126
126,3,133
126,3,134
126,3,136
126,3,137
126,3,140
126,3,142
126,3,155
126,3,157
126,3,163
126,3,164
126,3,165
126,3,166
126,3,169
126,3,175
126,3,190
126,3,202
126,3,218
126,3,219
126,3,221
126,3,231
126,3,235
126,3,236
126,3,251
126,3,252
126,3,253
126,3,267
126,3,268
126,3,269
126,3,270
126,3,278
126,3,279
126,3,283
126,3,289
126,3,301
126,3,305
126,3,315
126,3,316
126,3,318
126,3,319
126,3,325
126,3,327
126,3,332
126,3,333
126,3,357
126,3,358
126,3,360
126,3,363
126,3,367
126,3,368
126,3,369
126,3,370
127,1,411
127,1,525
127,1,1364
127,1,2921
127,1,2927
127,1,3252
127,1,4221
127,1,5433
127,1,5622
127,1,6633
127,1,6764
127,1,7415
127,1,7484
127,1,11849
127,1,12169
127,1,13195
127,1,13430
127,1,13435
127,1,13558
127,1,15979
127,1,17014
127,1,17227
127,1,17367
127,1,18733
127,1,18749
127,2,1252
127,2,1549
127,2,1628
127,2,2761
127,2,3766
127,2,4871
127,2,5264
127,2,6130
127,2,6194
127,2,6684
127,2,6888
127,2,7058
