3;13;55
7;28;62
9;32;79
22;37;84
27;46;89
32;53;90
37;56;110
39;58;111
40;61;120
41;62;140
46;77;155
48;95;166
49;99;185
60;103;186
64;115;198
75;122;199
76;124;203
87;135;204
99;138;
101;146;
104;169;
107;174;
112;175;
118;181;
124;182;
126;185;
128;198;
131;199;
142;202;
144;204;
158;209;
159;218;
164;238;
169;241;
175;246;
176;255;
182;267;
190;291;
214;298;
216;305;
219;309;
223;314;
232;332;
233;349;
241;352;
243;358;
244;368;
245;390;
256;391;
273;393;
285;395;
290;396;
294;397;
308;400;
337;406;
339;407;
341;417;
344;421;
345;423;
357;428;
360;429;
370;435;
380;439;
381;444;
383;455;
385;458;
388;461;
396;465;
399;467;
403;468;
405;476;
409;483;
413;484;
414;501;
417;504;
441;511;
444;513;
445;514;
450;518;
451;527;
459;530;
461;531;
473;535;
475;536;
476;537;
484;538;
488;540;
492;541;
497;542;
507;555;
514;558;
518;568;
525;570;
528;590;
532;607;
540;642;
548;643;
549;647;
554;649;
561;652;
564;675;
568;678;
585;682;
588;684;
596;687;
598;688;
602;691;
605;692;
607;696;
611;703;
613;704;
618;706;
621;711;
631;712;
648;721;
654;729;
659;734;
667;736;
679;738;
685;752;
686;754;
689;762;
696;766;
717;767;
721;769;
724;779;
733;793;
739;797;
756;806;
757;810;
761;818;
769;822;
772;823;
778;828;
791;836;
794;838;
795;843;
804;844;
807;869;
813;871;
817;872;
820;873;
821;875;
829;885;
844;888;
846;891;
847;905;
849;908;
853;910;
856;911;
870;913;
877;919;
881;930;
887;934;
889;940;
901;959;
903;962;
904;966;
911;968;
912;970;
916;979;
919;984;
924;985;
928;1008;
929;1013;
936;1015;
937;1017;
942;1023;
946;1032;
959;1039;
960;1064;
961;1065;
964;1068;
976;1069;
982;1070;
991;1074;
993;1076;
994;1079;
997;1082;
1002;1085;
1007;1093;
1017;1105;
1018;1112;
1020;1113;
1038;1117;
1041;1138;
1043;1151;
1045;1153;
1047;1156;
1053;1196;
1061;1198;
1072;1202;
1089;1213;
1099;1222;
1101;1223;
1108;1224;
1110;1225;
1111;1226;
1112;1264;
1113;1276;
1114;1278;
1122;1291;
1123;1296;
1129;1298;
1130;1318;
1132;1320;
1134;1325;
1138;1330;
1141;1337;
1143;1339;
1154;1340;
1155;1352;
1168;1355;
1174;1366;
1201;1369;
1218;1375;
1224;1377;
1234;1396;
1235;1417;
1241;1433;
1243;1443;
1246;1458;
1247;1467;
1249;1468;
1250;1472;
1252;1476;
1257;1477;
1262;1484;
1271;1493;
1273;1500;
1285;1506;
1317;1510;
1320;1511;
1326;1517;
1331;1531;
1338;1532;
1343;1533;
1345;1541;
1351;1553;
1361;1558;
1365;1559;
1377;1563;
1400;1565;
1415;1569;
1429;1583;
1434;1585;
1435;1587;
1440;1588;
1446;1594;
1448;1596;
1449;1599;
1456;1601;
1464;1603;
1469;1624;
1476;1625;
1492;1630;
1494;1636;
1498;1648;
1506;1662;
1507;1663;
1511;1672;
1513;1676;
1517;1678;
1519;1682;
1522;1690;
1526;1695;
1535;1700;
1538;1715;
1539;1721;
1541;1728;
1543;1732;
1545;1734;
1549;1739;
1558;1741;
1569;1742;
1570;1743;
1576;1748;
1580;1752;
1585;1758;
1592;1760;
1593;1762;
1598;1768;
1604;1775;
1607;1777;
1610;1801;
1612;1802;
1617;1805;
1624;1810;
1639;1822;
1644;1824;
1646;1825;
1651;1827;
1666;1834;
1667;1835;
1677;1839;
1688;1842;
1703;1857;
1714;1861;
1727;1863;
1728;1867;
1733;1879;
1740;1886;
1746;1887;
1749;1889;
1783;1924;
1784;1931;
1787;1937;
1793;1942;
1796;1949;
1803;1958;
1808;1973;
1809;1979;
1840;1988;
1843;1996;
1850;2019;
1861;2021;
1863;2042;
1868;2044;
1876;2061;
1880;2067;
1895;2084;
1897;2087;
1901;2094;
1905;2098;
1906;2109;
1911;2127;
1912;2133;
1917;2138;
1921;2145;
1923;2148;
1928;2162;
1934;2163;
1948;2169;
1949;2174;
1950;2178;
1958;2183;
1960;2185;
1962;2211;
1975;2214;
1976;2215;
1981;2217;
2000;2227;
2001;2229;
2002;2235;
2014;2245;
2020;2246;
2026;2249;
2046;2253;
2056;2258;
2065;2262;
2070;2264;
2071;2283;
2073;2285;
2079;2293;
2080;2318;
2082;2341;
2087;2353;
2089;2359;
2105;2384;
2107;2392;
2116;2407;
2120;2418;
2123;2420;
2137;2430;
2138;2435;
2139;2455;
2162;2456;
2164;2459;
2169;2464;
2175;2488;
2190;2492;
2192;2494;
2202;2504;
2214;2516;
2215;2520;
2235;2533;
2245;2547;
2257;2550;
2263;2551;
2264;2566;
2265;2567;
2270;2579;
2272;2585;
2273;2587;
2280;2589;
2287;2591;
2293;2594;
2295;2600;
2296;2601;
2297;2606;
2302;2608;
2306;2611;
2309;2613;
2311;2616;
2316;2647;
2325;2651;
2331;2661;
2344;2667;
2352;2669;
2353;2680;
2354;2717;
2357;2719;
2373;2721;
2384;2722;
2392;2726;
2400;2736;
2420;2748;
2422;2750;
2424;2767;
2435;2772;
2446;2775;
2455;2783;
2457;2795;
2463;2809;
2466;2814;
2467;2817;
2468;2819;
2472;2829;
2488;2832;
2494;2834;
2500;2838;
2503;2840;
2505;2864;
2507;2867;
2525;2875;
2529;2876;
2533;2902;
2535;2904;
2537;2918;
2545;2923;
2554;2926;
2556;2931;
2557;2936;
2572;2940;
2579;2941;
2585;2955;
2588;2961;
2595;2972;
2598;2977;
2608;2985;
2615;2990;
2620;2996;
2652;2998;
2664;3006;
2665;3007;
2678;3016;
2690;3019;
2691;3038;
2710;3055;
2717;3056;
2721;3064;
2723;3068;
2731;3077;
2738;3079;
2761;3082;
2763;3111;
2772;3116;
2777;3122;
2790;3127;
2799;3160;
2800;3163;
2822;3176;
2844;3178;
2861;3182;
2871;3183;
2893;3198;
2896;3201;
2904;3226;
2918;3244;
2926;3254;
2932;3262;
2938;3267;
2943;3277;
2944;3289;
2954;3291;
2957;3293;
2970;3299;
2971;3306;
2972;3311;
2977;3316;
2978;3334;
2981;3337;
2983;3360;
2985;3363;
2988;3368;
2997;3370;
2998;3371;
2999;3373;
3003;3375;
3006;3386;
3011;3390;
3015;3401;
3019;3410;
3024;3413;
3033;3419;
3034;3420;
3038;3432;
3041;3445;
3051;3447;
3052;3449;
3065;3454;
3073;3456;
3078;3457;
3080;3474;
3088;3478;
3090;3479;
3091;3484;
3095;3485;
3106;3487;
3112;3503;
3136;3524;
3139;3530;
3144;3534;
3148;3544;
3159;3555;
3178;3557;
3187;3562;
3193;3568;
3195;3570;
3199;3573;
3202;3595;
3205;3602;
3212;3606;
3215;3627;
3224;3631;
3226;3632;
3230;3636;
3235;3639;
3248;3643;
3250;3649;
3255;3673;
3258;3674;
3278;3691;
3281;3700;
3288;3702;
3289;3705;
3298;3711;
3302;3712;
3310;3716;
3327;3721;
3331;3723;
3349;3735;
3366;3736;
3368;3737;
3369;3745;
3370;3749;
3372;3759;
3378;3771;
3383;3790;
3397;3797;
3398;3799;
3399;3809;
3406;3823;
3408;3833;
3419;3851;
3420;3864;
3423;3869;
3424;3875;
3429;3878;
3436;3882;
3441;3885;
3442;3888;
3452;3889;
3454;3896;
3455;3900;
3456;3904;
3463;3907;
3469;3914;
3472;3944;
3474;3946;
3478;3965;
3481;3974;
3482;3978;
3485;3981;
3489;3983;
3491;3989;
3495;3998;
3506;4000;
3507;4013;
3521;4017;
3522;4023;
3524;4050;
3527;4054;
3537;4056;
3538;4065;
3540;4084;
3541;4087;
3543;4095;
3557;4096;
3560;4100;
3564;4101;
3583;4102;
3592;4106;
3596;4112;
3598;4115;
3601;4121;
3615;4127;
3624;4143;
3631;4148;
3632;4152;
3633;4167;
3635;4169;
3647;4193;
3652;4198;
3667;4202;
3676;4208;
3682;4220;
3695;4221;
3712;4222;
3719;4234;
3725;4242;
3730;4253;
3733;4255;
3740;4258;
3749;4259;
3754;4270;
3756;4283;
3760;4288;
3782;4301;
3784;4312;
3785;4316;
3803;4328;
3805;4330;
3810;4331;
3819;4337;
3829;4344;
3835;4349;
3852;4355;
3863;4362;
3865;4371;
3871;4393;
3876;4406;
3884;4407;
3886;4408;
3891;4422;
3892;4427;
3901;4436;
3908;4446;
3910;4447;
3913;4451;
3917;4454;
3932;4461;
3936;4469;
3940;4471;
3951;4477;
3958;4486;
3961;4491;
3965;4492;
3974;4494;
3985;4499;
3986;4500;
3991;4514;
3999;4519;
4012;4524;
4018;4530;
4019;4539;
4024;4542;
4037;4550;
4038;4557;
4040;4558;
4048;4560;
4071;4567;
4076;4573;
4082;4585;
4088;4586;
4101;4595;
4103;4604;
4112;4622;
4114;4623;
4121;4625;
4141;4629;
4159;4649;
4160;4661;
4168;4663;
4191;4689;
4192;4698;
4197;4715;
4200;4716;
4205;4744;
4212;4749;
4216;4765;
4218;4770;
4228;4778;
4233;4779;
4236;4783;
4239;4788;
4241;4798;
4244;4817;
4246;4823;
4250;4833;
4254;4834;
4256;4841;
4259;4844;
4261;4845;
4262;4846;
4264;4850;
4277;4866;
4290;4875;
4291;4880;
4296;4881;
4297;4882;
4302;4914;
4307;4919;
4309;4931;
4317;4936;
4320;4937;
4324;4940;
4327;4958;
4335;4963;
4339;4997;
4341;5002;
4346;5012;
4351;5016;
4358;5025;
4359;5046;
4366;5049;
4376;5074;
4381;5075;
4383;5076;
4390;5092;
4392;5094;
4395;5111;
4430;5115;
4431;5124;
4445;5140;
4450;5155;
4456;5161;
4464;5189;
4466;5197;
4470;5203;
4481;5208;
4487;5221;
4492;5225;
4502;5238;
4506;5247;
4520;5260;
4523;5265;
4534;5268;
4559;5273;
4571;5281;
4584;5297;
4601;5304;
4610;5307;
4612;5322;
4619;5338;
4628;5346;
4639;5355;
4644;5357;
4654;5361;
4665;5362;
4668;5386;
4681;5394;
4688;5397;
4691;5401;
4696;5412;
4699;5428;
4701;5429;
4704;5431;
4706;5432;
4709;5435;
4711;5438;
4715;5447;
4716;5455;
4719;5461;
4722;5463;
4731;5474;
4734;5476;
4735;5481;
4736;5485;
4737;5496;
4738;5497;
4746;5518;
4751;5532;
4752;5535;
4753;5539;
4757;5546;
4758;5553;
4772;5565;
4775;5568;
4778;5582;
4788;5592;
4789;5598;
4791;5606;
4793;5611;
4794;5612;
4796;5616;
4797;5618;
4799;5627;
4800;5638;
4802;5652;
4805;5674;
4815;5678;
4816;5679;
4823;5691;
4826;5704;
4827;5720;
4828;5734;
4833;5757;
4837;5758;
4843;5761;
4858;5765;
4873;5771;
4881;5778;
4887;5792;
4896;5798;
4903;5802;
4904;5812;
4910;5837;
4914;5843;
4917;5850;
4921;5854;
4925;5869;
4928;5887;
4933;5896;
4938;5921;
4941;5946;
4950;5949;
4951;5950;
4957;5960;
4958;5990;
4960;6002;
4968;6012;
4971;6022;
4983;6030;
4996;6032;
5001;6037;
5035;6053;
5036;6065;
5038;6075;
5044;6082;
5060;6088;
5070;6113;
5078;6133;
5082;6139;
5087;6144;
5089;6157;
5094;6175;
5098;6182;
5099;6187;
5100;6191;
5112;6195;
5117;6200;
5118;6204;
5119;6207;
5125;6212;
5128;6213;
5129;6216;
5130;6227;
5131;6231;
5135;6246;
5145;6252;
5147;6283;
5151;6328;
5158;6330;
5159;6334;
5167;6337;
5168;6341;
5170;6345;
5173;6358;
5180;6372;
5183;6391;
5197;6425;
5200;6428;
5203;6432;
5232;6442;
5234;6463;
5242;6475;
5250;6498;
5256;6534;
5261;6537;
5264;6545;
5274;6553;
5278;6555;
5287;6557;
5292;6582;
5304;6585;
5316;6590;
5317;6594;
5318;6595;
5324;6596;
5325;6603;
5327;6604;
5328;6619;
5334;6633;
5335;6642;
5338;6643;
5343;6646;
5349;6677;
5364;6684;
5371;6725;
5375;6734;
5380;6758;
5386;6759;
5396;6781;
5407;6792;
5409;6805;
5423;6810;
5424;6820;
5429;6836;
5435;6860;
5437;6864;
5456;6876;
5459;6887;
5464;6897;
5484;6899;
5489;6916;
5494;6927;
5496;6935;
5497;6969;
5500;6995;
5502;6996;
5507;7014;
5509;7037;
5513;7041;
5515;7053;
5520;7064;
5526;7074;
5530;7100;
5532;7139;
5534;7150;
5539;7166;
5546;7169;
5552;7177;
5554;7190;
5561;7197;
5562;7199;
5566;7200;
5568;7228;
5575;7270;
5586;7273;
5587;7281;
5594;7291;
5599;7292;
5615;7309;
5618;7310;
5622;7329;
5625;7331;
5635;7347;
5637;7349;
5639;7373;
5648;7395;
5652;7410;
5658;7423;
5663;7424;
5665;7425;
5669;7433;
5671;7441;
5676;7470;
5677;7487;
5680;7488;
5684;7494;
5719;7505;
5725;7527;
5733;7549;
5743;7550;
5762;7562;
5780;7569;
5791;7571;
5794;7572;
5799;7582;
5800;7585;
5801;7597;
5813;7622;
5818;7631;
5819;7633;
5821;7646;
5824;7664;
5825;7680;
5843;7688;
5847;7708;
5848;7726;
5856;7729;
5858;7733;
5860;7737;
5865;7744;
5877;7769;
5880;7781;
5890;7787;
5900;7790;
5903;7796;
5908;7813;
5911;7818;
5917;7829;
5923;7841;
